slug	parent_term	status	selection_reason
Brody_Myopathy	MONDO:0010977	ELIGIBLE	KB_CATEGORY_MENDELIAN
Bronchiectasis_And_Nasal_Polyposis	MONDO:0975835	ELIGIBLE	KB_CATEGORY_MENDELIAN
Brown-Vialetto-Van_Laere_Syndrome	MONDO:0008891	ELIGIBLE	KB_CATEGORY_MENDELIAN
Bryant-Li-Bhoj_Neurodevelopmental_Syndrome_1	MONDO:0030606	ELIGIBLE	KB_CATEGORY_MENDELIAN
Bryant-Li-Bhoj_Neurodevelopmental_Syndrome_2	MONDO:0030607	ELIGIBLE	KB_CATEGORY_MENDELIAN
Burn-McKeown_Syndrome	MONDO:0012064	ELIGIBLE	KB_CATEGORY_MENDELIAN
CACNA1A_Related_Disorder	MONDO:0100254	ELIGIBLE	KB_CATEGORY_MENDELIAN
CACNA1E-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0032657	ELIGIBLE	KB_CATEGORY_MENDELIAN
CACNA1F-Related_Retinopathy	MONDO:0700243	ELIGIBLE	KB_CATEGORY_MENDELIAN
CADASIL_Type_1	MONDO:0000914	ELIGIBLE	KB_CATEGORY_MENDELIAN
CAGSSS_Syndrome	MONDO:0014455	ELIGIBLE	KB_CATEGORY_MENDELIAN
CALFAN_Syndrome	MONDO:0014744	ELIGIBLE	KB_CATEGORY_MENDELIAN
CANVAS	MONDO:0044720	ELIGIBLE	KB_CATEGORY_MENDELIAN
CAPN5-Related_Vitreoretinopathy	MONDO:0100450	ELIGIBLE	KB_CATEGORY_MENDELIAN
CAPOS_Syndrome	MONDO:0011038	ELIGIBLE	KB_CATEGORY_MENDELIAN
CAPRIN1_Related_Neurodevelopmental_Disorder	MONDO:0968945	ELIGIBLE	KB_CATEGORY_MENDELIAN
CATSHL_Syndrome	MONDO:0012504	ELIGIBLE	KB_CATEGORY_MENDELIAN
CBL-related_Disorder	MONDO:0013308	ELIGIBLE	KB_CATEGORY_MENDELIAN
CCDC115-CDG	MONDO:0014789	ELIGIBLE	KB_CATEGORY_MENDELIAN
CCN2-Related_Kyphomelic_Dysplasia		NO_MONDO_GROUNDING	KB_CATEGORY_MENDELIAN
CD16_Deficiency	MONDO:0014313	ELIGIBLE	KB_CATEGORY_MENDELIAN
CD27-related_lymphoproliferative_and_immune_disorder	MONDO:0014054	ELIGIBLE	KB_CATEGORY_MENDELIAN
CDH1-Related_Hereditary_Diffuse_Gastric_Cancer	MONDO:0100488	ELIGIBLE	KB_CATEGORY_MENDELIAN
CDH2-Related_ACOG_Syndrome	MONDO:0030065	ELIGIBLE	KB_CATEGORY_MENDELIAN
CDK19-Related_Disorder	MONDO:0030059	ELIGIBLE	KB_CATEGORY_MENDELIAN
CDK8-Related_Disorder	MONDO:0032897	ELIGIBLE	KB_CATEGORY_MENDELIAN
CDKL5_Deficiency_Disorder	MONDO:0100039	ELIGIBLE	KB_CATEGORY_MENDELIAN
CERKL-Related_Retinopathy	MONDO:0800401	ELIGIBLE	KB_CATEGORY_MENDELIAN
CFAP418-related_Retinal_Ciliopathy	MONDO:0700374	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHARGE_Syndrome	MONDO:0008965	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHD2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014150	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHD8-Related_Neurodevelopmental_Disorder_with_Overgrowth	MONDO:0014017	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHEK2-related_Cancer_Predisposition	MONDO:0700271	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHILD_Syndrome	MONDO:0010621	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHOPS_Syndrome	MONDO:0014609	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	MONDO:0009668	ELIGIBLE	KB_CATEGORY_MENDELIAN
CHST3-Related_Skeletal_Dysplasia	MONDO:0007738	ELIGIBLE	KB_CATEGORY_MENDELIAN
CINCA_Syndrome	MONDO:0011776	ELIGIBLE	KB_CATEGORY_MENDELIAN
CLCN2-Related_Leukoencephalopathy	MONDO:0014292	ELIGIBLE	KB_CATEGORY_MENDELIAN
CN_Related_DEE	MONDO:0020630	ELIGIBLE	KB_CATEGORY_MENDELIAN
COA3-Related_COX_Deficiency	MONDO:0033649	ELIGIBLE	KB_CATEGORY_MENDELIAN
COA8-Related_COX_Deficiency	MONDO:0033652	ELIGIBLE	KB_CATEGORY_MENDELIAN
COG1-congenital_disorder_of_glycosylation	MONDO:0012637	ELIGIBLE	KB_CATEGORY_MENDELIAN
COG4-Congenital_Disorder_of_Glycosylation	MONDO:0013281	ELIGIBLE	KB_CATEGORY_MENDELIAN
COG7-Congenital_Disorder_of_Glycosylation	MONDO:0012118	ELIGIBLE	KB_CATEGORY_MENDELIAN
COL11A2_Hearing_Loss	MONDO:0011159	ELIGIBLE	KB_CATEGORY_MENDELIAN
COL11A2_Skeletal_Spectrum	MONDO:0008490	ELIGIBLE	KB_CATEGORY_MENDELIAN
COPA_Syndrome	MONDO:0014629	ELIGIBLE	KB_CATEGORY_MENDELIAN
COQ4-Related_Neonatal_Encephalomyopathy	MONDO:0014562	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX10-Related_COX_Deficiency	MONDO:0033635	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX11-Related_COX_Deficiency	MONDO:0859520	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX14-Related_COX_Deficiency	MONDO:0033639	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX15-Related_COX_Deficiency	MONDO:0014051	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX16-Related_COX_Deficiency	MONDO:0859160	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX18-Related_COX_Deficiency	MONDO:0980970	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX20-Related_COX_Deficiency	MONDO:0033645	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX4I1-Related_COX_Deficiency	MONDO:0033651	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	MONDO:0012992	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX5A-Related_COX_Deficiency	MONDO:0033655	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX6A2-Related_COX_Deficiency	MONDO:0033653	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX6B1-Related_COX_Deficiency	MONDO:0033637	ELIGIBLE	KB_CATEGORY_MENDELIAN
COX8A-Related_COX_Deficiency	MONDO:0033650	ELIGIBLE	KB_CATEGORY_MENDELIAN
COXFA4-Related_COX_Deficiency	MONDO:0033656	ELIGIBLE	KB_CATEGORY_MENDELIAN
CPLX1-Related_DEE	MONDO:0033372	ELIGIBLE	KB_CATEGORY_MENDELIAN
CPT1C-Related_Hereditary_Spastic_Paraplegia	MONDO:0014568	ELIGIBLE	KB_CATEGORY_MENDELIAN
CRADD-Related_Thin_Lissencephaly	MONDO:0013785	ELIGIBLE	KB_CATEGORY_MENDELIAN
CRB1_Retinal_Dystrophies	MONDO:0013453	ELIGIBLE	KB_CATEGORY_MENDELIAN
CRX_Related_Retinopathy	MONDO:1040064	ELIGIBLE	KB_CATEGORY_MENDELIAN
CTCF-related_Neurodevelopmental_Disorder	MONDO:0014213	ELIGIBLE	KB_CATEGORY_MENDELIAN
CTLA4_Haploinsufficiency	MONDO:0014493	ELIGIBLE	KB_CATEGORY_MENDELIAN
CTNNB1_Neurodevelopmental_Disorder	MONDO:0014035	ELIGIBLE	KB_CATEGORY_MENDELIAN
CYCS-Related_Thrombocytopenia	MONDO:0012775	ELIGIBLE	KB_CATEGORY_MENDELIAN
CYFIP2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0033374	ELIGIBLE	KB_CATEGORY_MENDELIAN
Calvarial_Doughnut_Lesions-bone_Fragility_Syndrome	MONDO:0007470	ELIGIBLE	KB_CATEGORY_MENDELIAN
Campomelic_Dysplasia	MONDO:0007251	ELIGIBLE	KB_CATEGORY_MENDELIAN
Camurati-Engelmann_Disease	MONDO:0007542	ELIGIBLE	KB_CATEGORY_MENDELIAN
Canavan_Disease	MONDO:0010079	ELIGIBLE	KB_CATEGORY_MENDELIAN
Capillary_Malformation-Arteriovenous_Malformation_Syndrome	MONDO:0012016	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carbamoyl_Phosphate_Synthetase_I_Deficiency	MONDO:0009376	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carbonic_Anhydrase_VA_Deficiency	MONDO:0014332	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiac_Facial_And_Digital_Anomalies_With_Developmental_Delay	MONDO:0032572	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiac_Valvular_Ehlers-Danlos_Syndrome	MONDO:0009159	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiofaciocutaneous_Syndrome	MONDO:0015280	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiofacioneurodevelopmental_Syndrome	MONDO:0030873	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiomyopathy-Hypotonia-Lactic_Acidosis_Syndrome	MONDO:0012557	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiomyopathy_Dilated_2H	MONDO:0859358	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cardiospondylocarpofacial_Syndrome	MONDO:0008005	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carney_Complex	MONDO:0015285	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carnitine-Acylcarnitine_Translocase_Deficiency	MONDO:0008918	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carnitine_Palmitoyltransferase_1A_Deficiency	MONDO:0009705	ELIGIBLE	KB_CATEGORY_MENDELIAN
Carnitine_Palmitoyltransferase_II_Deficiency	MONDO:0015515	ELIGIBLE	KB_CATEGORY_MENDELIAN
Caroli_Disease	MONDO:0010913	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cartilage-Hair_Hypoplasia	MONDO:0009595	ELIGIBLE	KB_CATEGORY_MENDELIAN
Central_Areolar_Choroidal_Dystrophy	MONDO:0008982	ELIGIBLE	KB_CATEGORY_MENDELIAN
Central_Congenital_Hypothyroidism	MONDO:0016410	ELIGIBLE	KB_CATEGORY_MENDELIAN
Central_Core_Myopathy	MONDO:0007294	ELIGIBLE	KB_CATEGORY_MENDELIAN
Centronuclear_Myopathy	MONDO:0018947	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cerebellar_Ataxia-Hypogonadism_Syndrome	MONDO:0008935	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cerebellar_Ataxia_Intellectual_Disability_and_Dysequilibrium	MONDO:0009133	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cerebral_Cavernous_Malformation	MONDO:0000820	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cerebrocostomandibular_Syndrome	MONDO:0007301	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cerebrotendinous_Xanthomatosis	MONDO:0008948	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cernunnos-XLF_deficiency	MONDO:0012650	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease	MONDO:0015626	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Axonal_Type_2C	MONDO:0011633	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Axonal_Type_2JJ	MONDO:0976227	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Axonal_Type_2P	MONDO:0013753	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Axonal_Type_2T	MONDO:0044640	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_B	MONDO:0011674	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_E	MONDO:0013758	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_G	MONDO:0036484	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Recessive_Intermediate_D	MONDO:0014467	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_1	MONDO:0019011	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_4	MONDO:0018995	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_4B3	MONDO:0014117	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_4D	MONDO:0011085	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_4K	MONDO:0014733	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charcot-Marie-Tooth_Disease_Type_X	MONDO:0018994	ELIGIBLE	KB_CATEGORY_MENDELIAN
Charlevoix-Saguenay_spastic_ataxia	MONDO:0010041	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chediak-Higashi_Syndrome	MONDO:0008963	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cherubism	MONDO:0007315	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cholesteryl_Ester_Storage_Disease	MONDO:0019149	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chondrodysplasia_Blomstrand_Type	MONDO:0008970	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chondrodysplasia_Punctata_Tibial-metacarpal_Type	MONDO:0007322	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chondrodysplasia_With_Joint_Dislocations_gPAPP_Type	MONDO:0013561	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chorea-acanthocytosis	MONDO:0008695	ELIGIBLE	KB_CATEGORY_MENDELIAN
Choroideremia	MONDO:0010557	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chromosome_17q12_Deletion_Syndrome	MONDO:0013797	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chromosome_18p_Deletion_Syndrome	MONDO:0007800	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chromosome_2q32-q33_Deletion_Syndrome	MONDO:0012864	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chronic_Granulomatous_Disease	MONDO:0018305	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chronic_Mucocutaneous_Candidiasis	MONDO:0015279	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	MONDO:0850058	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chung-Jansen_Syndrome	MONDO:0035133	ELIGIBLE	KB_CATEGORY_MENDELIAN
Chuvash_Polycythemia	MONDO:0009892	ELIGIBLE	KB_CATEGORY_MENDELIAN
Citrin_Deficiency	MONDO:0016602	ELIGIBLE	KB_CATEGORY_MENDELIAN
Citrullinemia_Type_I	MONDO:0008988	ELIGIBLE	KB_CATEGORY_MENDELIAN
Classic_Familial_Adenomatous_Polyposis	MONDO:0021055	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cleidocranial_Dysplasia	MONDO:0007340	ELIGIBLE	KB_CATEGORY_MENDELIAN
Clouston_Syndrome	MONDO:0007510	ELIGIBLE	KB_CATEGORY_MENDELIAN
Coffin-Lowry_Syndrome	MONDO:0010561	ELIGIBLE	KB_CATEGORY_MENDELIAN
Coffin_Siris_Syndrome	MONDO:0015452	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cole-Carpenter_Syndrome	MONDO:0016085	ELIGIBLE	KB_CATEGORY_MENDELIAN
Colobomatous_Microphthalmia-Rhizomelic_Dysplasia_Syndrome	MONDO:0014380	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Immunodeficiency_Due_To_CD3gamma_Deficiency	MONDO:0014276	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Immunodeficiency_Due_To_CTPS1_Deficiency	MONDO:0014391	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Immunodeficiency_Due_To_GINS1_Deficiency	MONDO:0044725	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Malonic_and_Methylmalonic_Aciduria	MONDO:0013661	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_13	MONDO:0013977	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_21	MONDO:0014398	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_26	MONDO:0014684	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_30	MONDO:0014856	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_4	MONDO:0012534	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Defect_Type_7	MONDO:0013306	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Deficiency_42	MONDO:0030008	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Oxidative_Phosphorylation_Deficiency_51	MONDO:0033631	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Pituitary_Hormone_Deficiencies_Genetic_Form	MONDO:0018762	ELIGIBLE	KB_CATEGORY_MENDELIAN
Combined_Saposin_Deficiency	MONDO:0012719	ELIGIBLE	KB_CATEGORY_MENDELIAN
Complement_Component_2_Deficiency	MONDO:0009006	ELIGIBLE	KB_CATEGORY_MENDELIAN
Complex_Hereditary_Spastic_Paraplegia	MONDO:0015150	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cone-rod_Dystrophy_And_Hearing_Loss_2	MONDO:0020780	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Adrenal_Hyperplasia	MONDO:0018479	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Bilateral_Absence_of_Vas_Deferens	MONDO:0018801	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Chloride_Diarrhea	MONDO:0008964	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Disorder_Of_Glycosylation_Type_ICC	MONDO:0026729	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Disorder_of_Glycosylation_Type_IIw	MONDO:0030437	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Dyserythropoietic_Anemia	MONDO:0019403	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Fibrosis_of_the_Extraocular_Muscles	MONDO:0007614	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Glaucoma	MONDO:0020366	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Heart_Defects_Multiple_Types_2	MONDO:0014000	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Heart_Defects_and_Skeletal_Malformations_Syndrome	MONDO:0060532	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Hypomyelinating_Neuropathy	MONDO:0033352	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Insensitivity_to_Pain	MONDO:0015364	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Lactase_Deficiency	MONDO:0009115	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Myasthenic_Syndrome	MONDO:0018940	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Myasthenic_Syndrome_15	MONDO:0014542	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Myasthenic_Syndrome_6	MONDO:0009689	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Sialidosis_Type_2	MONDO:0019682	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Sodium_Diarrhea	MONDO:0015170	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Stationary_Night_Blindness	MONDO:0016293	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Sucrase-Isomaltase_Deficiency	MONDO:0009114	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Thrombotic_Thrombocytopenic_Purpura	MONDO:0010122	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Tufting_Enteropathy	MONDO:0013184	ELIGIBLE	KB_CATEGORY_MENDELIAN
Congenital_Vertebral-Cardiac-Renal_Anomalies_Syndrome	MONDO:0020831	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cooks_Syndrome	MONDO:0007134	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cori_Forbes_Disease	MONDO:0009291	ELIGIBLE	KB_CATEGORY_MENDELIAN
Corneal_Dystrophy	MONDO:0018102	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cornelia_de_Lange_Syndrome_4	MONDO:0013864	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cornelia_de_Lange_Syndrome_5	MONDO:0010471	ELIGIBLE	KB_CATEGORY_MENDELIAN
Corpus_Callosum_Agenesis-Intellectual_Disability-Coloboma-Micrognathia_Syndrome	MONDO:0010333	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cortisone_Reductase_Deficiency	MONDO:0000193	ELIGIBLE	KB_CATEGORY_MENDELIAN
Costello_Syndrome	MONDO:0009026	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cowden_Syndrome	MONDO:0016063	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cranioectodermal_Dysplasia	MONDO:0009032	ELIGIBLE	KB_CATEGORY_MENDELIAN
Craniofacial-Deafness-Hand_Syndrome	MONDO:0007395	ELIGIBLE	KB_CATEGORY_MENDELIAN
Craniometaphyseal_Dysplasia	MONDO:0015465	ELIGIBLE	KB_CATEGORY_MENDELIAN
Creatine_Transporter_Deficiency	MONDO:0010305	ELIGIBLE	KB_CATEGORY_MENDELIAN
Crigler-Najjar_Syndrome	MONDO:0009044	ELIGIBLE	KB_CATEGORY_MENDELIAN
Crouzon_Syndrome	MONDO:0007405	ELIGIBLE	KB_CATEGORY_MENDELIAN
Crouzon_Syndrome_with_Acanthosis_Nigricans	MONDO:0012833	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cyanosis_Transient_Neonatal	MONDO:0013511	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cystinosis	MONDO:0016239	ELIGIBLE	KB_CATEGORY_MENDELIAN
Cystinuria	MONDO:0009067	ELIGIBLE	KB_CATEGORY_MENDELIAN
Czech_Dysplasia	MONDO:0012206	ELIGIBLE	KB_CATEGORY_MENDELIAN
D-2-Hydroxyglutaric_Aciduria	MONDO:0010924	ELIGIBLE	KB_CATEGORY_MENDELIAN
DECR_Deficiency	MONDO:0014464	ELIGIBLE	KB_CATEGORY_MENDELIAN
DEF6_Deficiency	MONDO:0030457	ELIGIBLE	KB_CATEGORY_MENDELIAN
DENND5A-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0015002	ELIGIBLE	KB_CATEGORY_MENDELIAN
DEPDC5-Related_Epilepsy	MONDO:0005384	ELIGIBLE	KB_CATEGORY_MENDELIAN
DGAT1_Deficiency	MONDO:0014375	ELIGIBLE	KB_CATEGORY_MENDELIAN
DHRSX-Congenital_Disorder_of_Glycosylation	MONDO:0975846	ELIGIBLE	KB_CATEGORY_MENDELIAN
DICER1_Tumor_Predisposition_Syndrome	MONDO:0100216	ELIGIBLE	KB_CATEGORY_MENDELIAN
DK1-congenital_disorder_of_glycosylation	MONDO:0012556	ELIGIBLE	KB_CATEGORY_MENDELIAN
DLG4-Related_Synaptopathy	MONDO:0032919	ELIGIBLE	KB_CATEGORY_MENDELIAN
DNM1_Encephalopathy	MONDO:0014598	ELIGIBLE	KB_CATEGORY_MENDELIAN
DONSON-Related_Microcephalic_Primordial_Dwarfism	MONDO:0035534	ELIGIBLE	KB_CATEGORY_MENDELIAN
DOORS_Syndrome	MONDO:0009079	ELIGIBLE	KB_CATEGORY_MENDELIAN
DPM2-congenital_disorder_of_glycosylation	MONDO:0014023	ELIGIBLE	KB_CATEGORY_MENDELIAN
DTYMK-Related_Neurodegeneration	MONDO:0859241	ELIGIBLE	KB_CATEGORY_MENDELIAN
DYRK1A_Syndrome	MONDO:0013578	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dacryocystitis-Osteopoikilosis_Syndrome	MONDO:0008158	ELIGIBLE	KB_CATEGORY_MENDELIAN
Danon_disease	MONDO:0010281	ELIGIBLE	KB_CATEGORY_MENDELIAN
DeSanto-Shinawi_Syndrome	MONDO:0018760	ELIGIBLE	KB_CATEGORY_MENDELIAN
Deafness-Lymphedema-Leukemia_Syndrome	MONDO:0013540	ELIGIBLE	KB_CATEGORY_MENDELIAN
Deafness_Congenital_Heart_Defects_And_Posterior_Embryotoxon	MONDO:0060713	ELIGIBLE	KB_CATEGORY_MENDELIAN
Deeah_Syndrome	MONDO:0033561	ELIGIBLE	KB_CATEGORY_MENDELIAN
Deficiency_of_Adenosine_Deaminase_2	MONDO:0014306	ELIGIBLE	KB_CATEGORY_MENDELIAN
Delpire-McNeill_Syndrome	MONDO:0033667	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dentatorubral-Pallidoluysian_Atrophy	MONDO:0007435	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dentici-Novelli_neurodevelopmental_syndrome	MONDO:0859251	ELIGIBLE	KB_CATEGORY_MENDELIAN
Denys-Drash_Syndrome	MONDO:0008682	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dermatosparaxis_Ehlers-Danlos_Syndrome	MONDO:0009161	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_116	MONDO:0970945	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_14	MONDO:0013989	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_19	MONDO:0014328	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_38	MONDO:0014868	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_46	MONDO:0014947	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_50	MONDO:0014647	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_80	MONDO:0032822	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_81	MONDO:0032858	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_And_Epileptic_Encephalopathy_89	MONDO:0030856	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_Delay_Hypotonia_Musculoskeletal_Defects_And_Behavioral_Abnormalities	MONDO:0859202	ELIGIBLE	KB_CATEGORY_MENDELIAN
Developmental_and_Epileptic_Encephalopathy_55	MONDO:0033364	ELIGIBLE	KB_CATEGORY_MENDELIAN
Diabetes_Deafness_Developmental_Delay_and_Short_Stature_Syndrome	MONDO:0957997	ELIGIBLE	KB_CATEGORY_MENDELIAN
Diamond-Blackfan_Anemia	MONDO:0015253	ELIGIBLE	KB_CATEGORY_MENDELIAN
Diaphyseal_Medullary_Stenosis_With_Malignant_Fibrous_Histiocytoma	MONDO:0007205	ELIGIBLE	KB_CATEGORY_MENDELIAN
Diastrophic_Dysplasia	MONDO:0009107	ELIGIBLE	KB_CATEGORY_MENDELIAN
