gene_symbol,gene_hgnc_id,disease_label,disease_mondo_id,classification,go_id,go_label,mapping_type,confidence,evidence_category
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0006810,transport,keyword,medium,keyword
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0005215,transporter activity,keyword,high,keyword
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0005794,Golgi apparatus,keyword,high,keyword
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0010467,gene expression,direct,high,Expression
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,Definitive,GO:0006412,translation,inferred,medium,Expression
ATXN2,HGNC:10555,spinocerebellar ataxia type 2,MONDO:0008458,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ATXN2,HGNC:10555,spinocerebellar ataxia type 2,MONDO:0008458,Definitive,GO:0005737,cytoplasm,keyword,high,keyword
ATXN2,HGNC:10555,spinocerebellar ataxia type 2,MONDO:0008458,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ATXN2,HGNC:10555,spinocerebellar ataxia type 2,MONDO:0008458,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AUTS2,HGNC:14262,syndromic intellectual disability,MONDO:0000508,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AUTS2,HGNC:14262,syndromic intellectual disability,MONDO:0000508,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0006351,DNA-templated transcription,keyword,high,keyword
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0023052,signaling,keyword,medium,keyword
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0010467,gene expression,direct,high,Expression
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0006412,translation,inferred,medium,Expression
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0032259,methylation,keyword,medium,keyword
AXIN2,HGNC:904,oligodontia-cancer predisposition syndrome,MONDO:0012075,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0016020,membrane,keyword,medium,keyword
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0007165,signal transduction,keyword,high,keyword
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0010467,gene expression,direct,high,Expression
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0006412,translation,inferred,medium,Expression
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
B9D1,HGNC:24123,ciliopathy,MONDO:0005308,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BAP1,HGNC:950,BAP1-related tumor predisposition syndrome,MONDO:0013692,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BAP1,HGNC:950,BAP1-related tumor predisposition syndrome,MONDO:0013692,Definitive,GO:0010467,gene expression,direct,high,Expression
BAP1,HGNC:950,BAP1-related tumor predisposition syndrome,MONDO:0013692,Definitive,GO:0006412,translation,inferred,medium,Expression
BARD1,HGNC:952,BARD1-related cancer predisposition,MONDO:0700267,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BARD1,HGNC:952,BARD1-related cancer predisposition,MONDO:0700267,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BBS10,HGNC:26291,BBS10-related ciliopathy,MONDO:0700237,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BBS10,HGNC:26291,BBS10-related ciliopathy,MONDO:0700237,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0006810,transport,keyword,medium,keyword
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0038023,signaling receptor activity,keyword,medium,keyword
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0016020,membrane,keyword,medium,keyword
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0010467,gene expression,direct,high,Expression
BBS9,HGNC:30000,BBS9-related ciliopathy,MONDO:0700236,Definitive,GO:0006412,translation,inferred,medium,Expression
BCAP31,HGNC:16695,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,MONDO:0010334,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BCAP31,HGNC:16695,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,MONDO:0010334,Definitive,GO:0005794,Golgi apparatus,keyword,high,keyword
BCAP31,HGNC:16695,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,MONDO:0010334,Definitive,GO:0010467,gene expression,direct,high,Expression
BCAP31,HGNC:16695,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,MONDO:0010334,Definitive,GO:0006412,translation,inferred,medium,Expression
BCAT2,HGNC:977,hypervalinemia and hyperleucine-isoleucinemia,MONDO:0100058,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCAT2,HGNC:977,hypervalinemia and hyperleucine-isoleucinemia,MONDO:0100058,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
BCAT2,HGNC:977,hypervalinemia and hyperleucine-isoleucinemia,MONDO:0100058,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BCAT2,HGNC:977,hypervalinemia and hyperleucine-isoleucinemia,MONDO:0100058,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BCAT2,HGNC:977,hypervalinemia and hyperleucine-isoleucinemia,MONDO:0100058,Definitive,GO:0008152,metabolic process,keyword,medium,keyword
BCKDHA,HGNC:986,maple syrup urine disease type 1A,MONDO:0023691,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCKDHA,HGNC:986,maple syrup urine disease type 1A,MONDO:0023691,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BCKDHA,HGNC:986,maple syrup urine disease type 1A,MONDO:0023691,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BCKDHB,HGNC:987,maple syrup urine disease type 1B,MONDO:0023692,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BCKDHB,HGNC:987,maple syrup urine disease type 1B,MONDO:0023692,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BCKDHB,HGNC:987,maple syrup urine disease type 1B,MONDO:0023692,Definitive,GO:0009056,catabolic process,keyword,medium,keyword
BCL10,HGNC:989,immunodeficiency 37,MONDO:0014491,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCL10,HGNC:989,immunodeficiency 37,MONDO:0014491,Definitive,GO:0005634,nucleus,keyword,high,keyword
BCL10,HGNC:989,immunodeficiency 37,MONDO:0014491,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BCL10,HGNC:989,immunodeficiency 37,MONDO:0014491,Definitive,GO:0023052,signaling,keyword,medium,keyword
BCL10,HGNC:989,immunodeficiency 37,MONDO:0014491,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BCL11A,HGNC:13221,Dias-Logan syndrome,MONDO:0014914,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCOR,HGNC:20893,"microphthalmia, syndromic 2",MONDO:0010261,Definitive,GO:0010467,gene expression,direct,high,Expression
BCOR,HGNC:20893,"microphthalmia, syndromic 2",MONDO:0010261,Definitive,GO:0006412,translation,inferred,medium,Expression
BCOR,HGNC:20893,"microphthalmia, syndromic 2",MONDO:0010261,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0010467,gene expression,direct,high,Expression
BCS1L,HGNC:1020,Bjornstad syndrome,MONDO:0009872,Definitive,GO:0006412,translation,inferred,medium,Expression
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0010467,gene expression,direct,high,Expression
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0006412,translation,inferred,medium,Expression
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0016020,membrane,keyword,medium,keyword
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0005886,plasma membrane,keyword,high,keyword
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0005783,endoplasmic reticulum,keyword,high,keyword
BEST1,HGNC:12703,BEST1-related dominant retinopathy,MONDO:0700238,Definitive,GO:0005794,Golgi apparatus,keyword,high,keyword
BLM,HGNC:1058,Bloom syndrome,MONDO:0008876,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BLM,HGNC:1058,Bloom syndrome,MONDO:0008876,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BLM,HGNC:1058,Bloom syndrome,MONDO:0008876,Definitive,GO:0010467,gene expression,direct,high,Expression
BLM,HGNC:1058,Bloom syndrome,MONDO:0008876,Definitive,GO:0006412,translation,inferred,medium,Expression
BLM,HGNC:1058,Bloom syndrome,MONDO:0008876,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,Definitive,GO:0010467,gene expression,direct,high,Expression
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,Definitive,GO:0006412,translation,inferred,medium,Expression
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BLOC1S5,HGNC:18561,Hermansky-Pudlak syndrome 11,MONDO:0030903,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BLOC1S6,HGNC:8549,Hermansky-Pudlak syndrome 9,MONDO:0013606,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BMPR1A,HGNC:1076,juvenile polyposis syndrome,MONDO:0017380,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BMPR1A,HGNC:1076,juvenile polyposis syndrome,MONDO:0017380,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0023052,signaling,keyword,medium,keyword
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0010467,gene expression,direct,high,Expression
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0006412,translation,inferred,medium,Expression
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0005488,binding,keyword,medium,keyword
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,Definitive,GO:0038023,signaling receptor activity,keyword,medium,keyword
BOLA3,HGNC:24415,mitochondrial disease,MONDO:0044970,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BOLA3,HGNC:24415,mitochondrial disease,MONDO:0044970,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BPTF,HGNC:3581,syndromic intellectual disability,MONDO:0000508,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRAT1,HGNC:21701,neonatal-onset encephalopathy with rigidity and seizures,MONDO:0013784,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BRAT1,HGNC:21701,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,MONDO:0020841,Definitive,GO:0010467,gene expression,direct,high,Expression
BRAT1,HGNC:21701,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,MONDO:0020841,Definitive,GO:0006412,translation,inferred,medium,Expression
BRAT1,HGNC:21701,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,MONDO:0020841,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BRAT1,HGNC:21701,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,MONDO:0020841,Definitive,GO:0005737,cytoplasm,keyword,high,keyword
BRCA1,HGNC:1100,BRCA1-related cancer predisposition,MONDO:0700268,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BRCA1,HGNC:1100,BRCA1-related cancer predisposition,MONDO:0700268,Definitive,GO:0007049,cell cycle,keyword,high,keyword
BRCA1,HGNC:1100,BRCA1-related cancer predisposition,MONDO:0700268,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRCA1,HGNC:1100,BRCA1-related cancer predisposition,MONDO:0700268,Definitive,GO:0010467,gene expression,direct,high,Expression
BRCA1,HGNC:1100,BRCA1-related cancer predisposition,MONDO:0700268,Definitive,GO:0006412,translation,inferred,medium,Expression
BRCA2,HGNC:1101,Fanconi anemia complementation group D1,MONDO:0011584,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRCA2,HGNC:1101,Fanconi anemia complementation group D1,MONDO:0011584,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BRCA2,HGNC:1101,Fanconi anemia complementation group D1,MONDO:0011584,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BRCA2,HGNC:1101,BRCA2-related cancer predisposition,MONDO:0700269,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRCA2,HGNC:1101,BRCA2-related cancer predisposition,MONDO:0700269,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BRCA2,HGNC:1101,BRCA2-related cancer predisposition,MONDO:0700269,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BRCA2,HGNC:1101,BRCA2-related cancer predisposition,MONDO:0700269,Definitive,GO:0006281,DNA repair,keyword,high,keyword
BRD4,HGNC:13575,syndromic intellectual disability,MONDO:0000508,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0010467,gene expression,direct,high,Expression
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0006412,translation,inferred,medium,Expression
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0006915,apoptotic process,keyword,high,keyword
BRIP1,HGNC:20473,Fanconi anemia complementation group J,MONDO:0012187,Definitive,GO:0005488,binding,keyword,medium,keyword
BRIP1,HGNC:20473,familial ovarian cancer,MONDO:0016248,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRSK2,HGNC:11405,complex neurodevelopmental disorder,MONDO:0100038,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BRSK2,HGNC:11405,complex neurodevelopmental disorder,MONDO:0100038,Definitive,GO:0010467,gene expression,direct,high,Expression
BRSK2,HGNC:11405,complex neurodevelopmental disorder,MONDO:0100038,Definitive,GO:0006412,translation,inferred,medium,Expression
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0010467,gene expression,direct,high,Expression
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0006412,translation,inferred,medium,Expression
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0006914,autophagy,keyword,high,keyword
BSCL2,HGNC:15832,distal hereditary motor neuropathy,MONDO:0018894,Definitive,GO:0005794,Golgi apparatus,keyword,high,keyword
BSCL2,HGNC:15832,lipodystrophy,MONDO:0006573,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BSCL2,HGNC:15832,lipodystrophy,MONDO:0006573,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BSCL2,HGNC:15832,lipodystrophy,MONDO:0006573,Definitive,GO:0010467,gene expression,direct,high,Expression
BSCL2,HGNC:15832,lipodystrophy,MONDO:0006573,Definitive,GO:0006412,translation,inferred,medium,Expression
BSND,HGNC:16512,Bartter disease type 4A,MONDO:0011242,Definitive,GO:0010467,gene expression,direct,high,Expression
BSND,HGNC:16512,Bartter disease type 4A,MONDO:0011242,Definitive,GO:0006412,translation,inferred,medium,Expression
BSND,HGNC:16512,Bartter disease type 4A,MONDO:0011242,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
BSND,HGNC:16512,Bartter disease type 4A,MONDO:0011242,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BSND,HGNC:16512,Bartter disease type 4A,MONDO:0011242,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0016301,kinase activity,keyword,high,keyword
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0016310,phosphorylation,keyword,high,keyword
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0006351,DNA-templated transcription,keyword,high,keyword
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0023052,signaling,keyword,medium,keyword
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0010467,gene expression,direct,high,Expression
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0006412,translation,inferred,medium,Expression
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
BUB1B,HGNC:1149,mosaic variegated aneuploidy syndrome 1,MONDO:0009759,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
BUB1B,HGNC:1149,mosaic variegated aneuploidy syndrome 1,MONDO:0009759,Definitive,GO:0006915,apoptotic process,keyword,high,keyword
BUB1B,HGNC:1149,mosaic variegated aneuploidy syndrome 1,MONDO:0009759,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
BUB1B,HGNC:1149,mosaic variegated aneuploidy syndrome 1,MONDO:0009759,Definitive,GO:0006351,DNA-templated transcription,keyword,high,keyword
BUB1B,HGNC:1149,mosaic variegated aneuploidy syndrome 1,MONDO:0009759,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0016301,kinase activity,keyword,high,keyword
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0016310,phosphorylation,keyword,high,keyword
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0010467,gene expression,direct,high,Expression
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0006412,translation,inferred,medium,Expression
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0008152,metabolic process,keyword,medium,keyword
C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C1QBP,HGNC:1243,mitochondrial disease,MONDO:0044970,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C1QBP,HGNC:1243,mitochondrial disease,MONDO:0044970,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
C1QBP,HGNC:1243,mitochondrial disease,MONDO:0044970,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
C1QBP,HGNC:1243,mitochondrial disease,MONDO:0044970,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
C1QTNF5,HGNC:14344,inherited retinal dystrophy,MONDO:0019118,Definitive,GO:0010467,gene expression,direct,high,Expression
C1QTNF5,HGNC:14344,inherited retinal dystrophy,MONDO:0019118,Definitive,GO:0006412,translation,inferred,medium,Expression
C1QTNF5,HGNC:14344,inherited retinal dystrophy,MONDO:0019118,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C1QTNF5,HGNC:14344,inherited retinal dystrophy,MONDO:0019118,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
C2CD3,HGNC:24564,orofaciodigital syndrome type 14,MONDO:0014413,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C2CD3,HGNC:24564,orofaciodigital syndrome type 14,MONDO:0014413,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
C3,HGNC:1318,atypical hemolytic-uremic syndrome with C3 anomaly,MONDO:0013043,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C3,HGNC:1318,atypical hemolytic-uremic syndrome with C3 anomaly,MONDO:0013043,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
C3,HGNC:1318,atypical hemolytic-uremic syndrome with C3 anomaly,MONDO:0013043,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0016567,protein ubiquitination,keyword,high,keyword
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0005737,cytoplasm,keyword,high,keyword
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0010467,gene expression,direct,high,Expression
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,Definitive,GO:0006412,translation,inferred,medium,Expression
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0010467,gene expression,direct,high,Expression
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0006412,translation,inferred,medium,Expression
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
CA2,HGNC:1373,autosomal recessive osteopetrosis 3,MONDO:0009818,Definitive,GO:0006810,transport,keyword,medium,keyword
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0005216,ion channel activity,keyword,medium,keyword
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0005488,binding,keyword,medium,keyword
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0010467,gene expression,direct,high,Expression
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0006412,translation,inferred,medium,Expression
CABP2,HGNC:1385,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
CACNA1C,HGNC:1390,Timothy syndrome,MONDO:0010979,Definitive,GO:0010467,gene expression,direct,high,Expression
CACNA1C,HGNC:1390,Timothy syndrome,MONDO:0010979,Definitive,GO:0006412,translation,inferred,medium,Expression
CACNA1C,HGNC:1390,Timothy syndrome,MONDO:0010979,Definitive,GO:0016020,membrane,keyword,medium,keyword
CACNA1C,HGNC:1390,Timothy syndrome,MONDO:0010979,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
CAD,HGNC:1424,"developmental and epileptic encephalopathy, 50",MONDO:0014647,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
CAD,HGNC:1424,"developmental and epileptic encephalopathy, 50",MONDO:0014647,Definitive,GO:0009058,biosynthetic process,keyword,medium,keyword
CAD,HGNC:1424,"developmental and epileptic encephalopathy, 50",MONDO:0014647,Definitive,GO:0006486,protein glycosylation,keyword,high,keyword
