mondo_id	disease_name	linking_pages_count	linking_pages
MONDO:1040015	infectious disease with sepsis	1	Wissler syndrome
MONDO:0021108	infectious meningitis	1	Tetanus
MONDO:0042485	infective arthritis	1	Lyme Disease
MONDO:0005265	inflammatory bowel disease	1	Shigellosis
MONDO:0018968	iniencephaly	1	Anencephaly
MONDO:0013600	insomnia	1	Advanced Sleep Phase Syndrome
MONDO:0032897	Intellectual developmental disorder with hypotonia and behavioral abnormalities	1	MED13 Syndrome
MONDO:0032939	intellectual developmental disorder, autosomal dominant 63, with macrocephaly	1	TRIO-Related Neurodevelopmental Disorder
MONDO:0010487	intellectual disability, X-linked 99	1	USP9X Female-Restricted Syndromic Intellectual Disability
MONDO:0014210	intellectual disability-hypotonia-spasticity-sleep disorder syndrome	1	SPTBN4-Related Neurodevelopmental Disorder
MONDO:0001678	intestinal tuberculosis	1	Whipple Disease
MONDO:1060154	INTU-related skeletal ciliopathy	1	Orofaciodigital Syndrome 17
MONDO:0020549	invasive hydatidiform mole	1	Choriocarcinoma
MONDO:0008788	IRIDA syndrome	1	IREB2-Related Neurodegeneration
MONDO:0019399	Isaac syndrome	1	Satoyoshi Syndrome
MONDO:0000701	ischemic colitis	1	Clostridioides difficile Infection
MONDO:0007119	isolated aniridia	1	PRR12-Related Neuroocular Syndrome
MONDO:0016057	isolated encephalocele	1	Anencephaly
MONDO:0018694	isolated tracheo-esophageal fistula	1	Laryngotracheoesophageal Cleft
MONDO:0018769	isosporiasis	1	Cyclosporiasis
MONDO:0013824	Joubert syndrome 17	1	Acrocallosal Syndrome
MONDO:0021064	jugulotympanic paraganglioma	1	Glomus Tumor
MONDO:0008199	late-onset Parkinson disease	1	Parkinson's Disease
MONDO:0006827	Lateral medullary syndrome	1	Achoo Syndrome
MONDO:0011816	Lathosterolosis	1	MSMO1 Deficiency
MONDO:0001572	leiomyoma	1	Endometrial Carcinoma
MONDO:0012622	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	1	CLCN2-Related Leukoencephalopathy
MONDO:0006572	lichen planus	1	Porokeratosis
MONDO:0016528	limb body wall complex	1	Amniotic Band Syndrome
MONDO:0002442	long QT syndrome	1	Andersen-Tawil Syndrome
MONDO:0009191	Lowry-Wood syndrome	1	Microcephalic Osteodysplastic Primordial Dwarfism Type I
MONDO:0021116	luminal A breast carcinoma	1	ER-Positive Breast Cancer
MONDO:0005454	lung neuroendocrine neoplasm	1	Thymic Neuroendocrine Carcinoma
MONDO:0004670	lupus erythematosus	1	Rosacea
MONDO:0005831	lymph node tuberculosis	1	Kikuchi-Fujimoto Disease
MONDO:0000873	lymphoblastic lymphoma	1	Alveolar Rhabdomyosarcoma
MONDO:0000704	lymphocytic colitis	1	Clostridioides difficile Infection
MONDO:0005834	lymphogranuloma venereum	1	Hidradenitis Suppurativa
MONDO:0002561	lysosomal storage disease	1	Bohring-Opitz syndrome
MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	1	Houge-Janssens Syndrome
MONDO:0016584	mandibuloacral dysplasia	1	Nestor-Guillermo progeria syndrome
MONDO:0009567	Marinesco-Sjogren syndrome	1	MSTO1-Related Mitochondrial Myopathy
MONDO:0007949	Marshall syndrome	1	Ayme-Gripp syndrome
MONDO:0003820	mature ovarian teratoma	1	Malignant Germ Cell Tumor of Ovary
MONDO:0021067	mediastinal germ cell tumor	1	Thymoma
MONDO:0004021	mediastinal malignant lymphoma	1	Thymoma
MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	1	CLCN2-Related Leukoencephalopathy
MONDO:0006042	meningeal tuberculosis	1	Bacterial meningitis
MONDO:0020123	metabolic myopathy	1	Nemaline Myopathy
MONDO:0017730	metachromatic leukodystrophy, adult form	1	Metachromatic Leukodystrophy
MONDO:0009591	metachromatic leukodystrophy, juvenile form	1	Metachromatic Leukodystrophy
MONDO:0017729	metachromatic leukodystrophy, late infantile form	1	Metachromatic Leukodystrophy
MONDO:0009592	metaphyseal acroscyphodysplasia	1	Acrodysostosis
MONDO:0009601	metaphyseal dysplasia without hypotrichosis	1	Anauxetic dysplasia
MONDO:0024879	metastatic carcinoma	1	Choroid Plexus Neoplasm
MONDO:0044913	metastatic malignant neoplasm in the eye	1	Ocular Melanoma
MONDO:0024883	metastatic neoplasm	1	Adrenal Cortex Adenoma
MONDO:0014892	micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome	1	TRIO-Related Neurodevelopmental Disorder
MONDO:0012709	microphthalmia, isolated, with coloboma 5	1	SHH Holoprosencephaly Spectrum
MONDO:0000702	microscopic colitis	1	Collagenous Sprue
MONDO:0019335	mild hyperphenylalaninemia	1	Phenylketonuria
MONDO:0005851	Miller Fisher syndrome	1	Campylobacteriosis
MONDO:0007919	Milroy disease	1	deafness-lymphedema-leukemia syndrome
MONDO:0100515	mirror movements 1 and/or agenesis of the corpus callosum	1	CDH2-Related ACOG Syndrome
MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form	1	MSTO1-Related Mitochondrial Myopathy
MONDO:1040050	MKKS-related ciliopathy	1	McKusick-Kaufman syndrome
MONDO:0011283	MNGIE (TYMP-related, MTDPS1)	1	DTYMK-Related Neurodegeneration
MONDO:0004225	monoclonal gammopathy of uncertain significance	1	Heavy Chain Disease
MONDO:0020466	monosomy X	1	Turner Syndrome
MONDO:0020467	mosaic monosomy X	1	Turner Syndrome
MONDO:0008633	Muckle-Wells syndrome	1	CINCA Syndrome
MONDO:0001586	mucopolysaccharidosis type I (Hurler syndrome)	1	Fountain Syndrome
MONDO:0017988	multifocal atrial tachycardia	1	Atrial Fibrillation
MONDO:0000334	multinodular goiter	1	Familial Nonmedullary Thyroid Carcinoma
MONDO:0007908	multiple symmetric lipomatosis	1	Proteus syndrome
MONDO:0012041	MUTYH-associated polyposis	1	Classic Familial Adenomatous Polyposis
MONDO:0017349	myopericytoma	1	Glomus Tumor
MONDO:0011266	myotonic dystrophy type 2	1	Thomsen and Becker disease
MONDO:0100124	NAA10-related syndrome	1	Ogden syndrome
MONDO:0007943	Nager acrofacial dysostosis	1	Agnathia-Otocephaly Complex
MONDO:0019371	narcolepsy without cataplexy	1	Long COVID
MONDO:0020722	nephrolithiasis susceptibility caused by SLC26A1	1	SLC26A1-Related Oxalate Transporter Deficiency
MONDO:0014466	Neu-Laxova syndrome 2	1	3-Phosphoglycerate Dehydrogenase Deficiency
MONDO:0024457	neurodegeneration with brain iron accumulation 2A	1	Neurodegeneration With Brain Iron Accumulation
MONDO:0060491	neurodevelopmental disorder with involuntary movements	1	GNAO1-Related Developmental and Epileptic Encephalopathy
MONDO:0957218	neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities	1	SARS1-Related Neurodevelopmental Disorder
MONDO:0013655	neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	1	GRIN1-Related Neurodevelopmental Disorder
MONDO:0060629	neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	1	GRIN1-Related Neurodevelopmental Disorder
MONDO:0060578	neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures	1	SARS1-Related Neurodevelopmental Disorder
MONDO:0009745	neuronal ceroid lipofuscinosis 5	1	Neuronal Ceroid Lipofuscinosis
MONDO:0018199	new-onset refractory status epilepticus	1	Febrile Infection-Related Epilepsy Syndrome
MONDO:0011053	Nicolaides-Baraitser syndrome	1	Blepharophimosis-Impaired Intellectual Development Syndrome
MONDO:0009757	Niemann-Pick disease type C	1	Salla Disease
MONDO:0030030	Nizon-Isidor syndrome	1	MED13 Syndrome
MONDO:0044778	nodular lymphocyte predominant Hodgkin lymphoma	1	Classic Hodgkin Lymphoma
MONDO:0019137	non-24-hour sleep-wake syndrome	1	Advanced Sleep Phase Syndrome
MONDO:0004322	non-gestational ovarian choriocarcinoma	1	Choriocarcinoma
MONDO:0018908	non-Hodgkin lymphoma	1	Kikuchi-Fujimoto Disease
MONDO:0001158	obsessive-compulsive personality disorder	1	Obsessive-Compulsive Disorder
MONDO:0971056	ocular surface squamous neoplasia	1	Ocular Melanoma
MONDO:0006876	ocular tuberculosis	1	Choroiditis
MONDO:0008116	oculopharyngeal muscular dystrophy	1	Autosomal Dominant Progressive External Ophthalmoplegia
MONDO:0018124	Oncogenic osteomalacia	1	X-Linked Hypophosphatemia
MONDO:0000358	orofacial cleft	1	Siderius Type X-Linked Intellectual Disability
MONDO:0005349	otosclerosis	1	Semicircular Canal Dehiscence Syndrome
MONDO:0025351	OTUD5-related multiple congenital anomalies-neurodevelopmental syndrome (MCAND)	1	OTUD6B-Related Neurodevelopmental Disorder
MONDO:0006045	ovarian clear cell adenocarcinoma	1	Clear Cell Ovarian Carcinoma
MONDO:0002227	ovarian lymphoma	1	Malignant Germ Cell Tumor of Ovary
MONDO:0012530	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	1	46,XX testicular disorder of sex development
MONDO:0024677	pancreatic insulinoma	1	Hyperinsulinemic Hypoglycemia
MONDO:0000448	paraganglioma	1	Thymic Neuroendocrine Carcinoma
MONDO:0008195	paramyotonia congenita of Von Eulenburg	1	Thomsen and Becker disease
MONDO:0017222	Pelizaeus-Merzbacher disease, classic form	1	Allan-Herndon-Dudley Syndrome
MONDO:0004247	peptic ulcer disease	1	Dieulafoy Lesion
MONDO:0006663	perinatal asphyxia	1	Severe Neonatal-Onset Encephalopathy With Microcephaly
MONDO:0008233	pheochromocytoma	1	Adrenal Cortex Adenoma
MONDO:0013602	pheochromocytoma/paraganglioma syndrome 5	1	SDHA-Related Neurodegeneration With Ataxia and Optic Atrophy
MONDO:0008249	pilonidal sinus	1	Hidradenitis Suppurativa
MONDO:0100017	pityriasis rubra pilaris	1	Netherton syndrome
MONDO:0017998	PLA2G6-associated neurodegeneration	1	Schindler Disease
MONDO:0020552	placental site trophoblastic tumor	1	Choriocarcinoma
MONDO:0005920	Plasmodium falciparum malaria	1	Leptospirosis
MONDO:0017373	poliomyelitis	1	Acute Flaccid Myelitis
MONDO:0019170	polyarteritis nodosa	1	Cogan Syndrome
MONDO:0014389	polyglucosan body myopathy 1 with or without immunodeficiency	1	KLHL24-Related Hypertrophic Cardiomyopathy
MONDO:0006382	poorly differentiated thyroid gland carcinoma	1	Anaplastic Thyroid Carcinoma
MONDO:0018959	potassium-aggravated myotonia	1	Thomsen and Becker disease
MONDO:0011022	Potocki-Shaffer syndrome	1	KDM1A-Related Neurodevelopmental Disorder
MONDO:0008905	predisposition to invasive fungal disease due to CARD9 deficiency	1	Chronic Mucocutaneous Candidiasis
MONDO:0043765	presbycusis	1	Noise Induced Hearing Loss
MONDO:0020323	primary mediastinal large B-cell lymphoma	1	Classic Hodgkin Lymphoma
MONDO:0040870	primary polydipsia	1	Diabetes mellitus
MONDO:0012241	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	1	Perrault Syndrome
MONDO:0019079	proximal spinal muscular atrophy	1	Spinal Muscular Atrophy
MONDO:0012596	PSAT deficiency	1	3-Phosphoglycerate Dehydrogenase Deficiency
MONDO:0008322	pseudoachondroplasia	1	Achondroplasia
MONDO:0007078	pseudohypoparathyroidism type 1A	1	Acrodysostosis
MONDO:0975754	pseudomyogenic hemangioendothelioma	1	Epithelioid Hemangioendothelioma
MONDO:0013531	PSPH deficiency	1	3-Phosphoglycerate Dehydrogenase Deficiency
MONDO:0005485	psychotic disorder	1	Dissociative Identity Disorder
MONDO:0017157	pulmonary hypertension due to lung disease and/or hypoxia	1	Idiopathic Pulmonary Arterial Hypertension
MONDO:0018824	pyoderma gangrenosum	1	Sweet Syndrome
MONDO:0009945	pyridoxine-dependent epilepsy	1	Early-Infantile Developmental and Epileptic Encephalopathy
MONDO:0016187	qualitative or quantitative defects of desmin	1	KLHL24-Related Hypertrophic Cardiomyopathy
MONDO:0007496	rapid-onset dystonia-parkinsonism	1	CAPOS Syndrome
MONDO:0021060	RASopathy	1	Bohring-Opitz syndrome
MONDO:0017376	reactive arthritis	1	Campylobacteriosis
MONDO:0018353	refractory celiac disease	1	Collagenous Sprue
MONDO:0007352	renal coloboma syndrome	1	PRR12-Related Neuroocular Syndrome
MONDO:0020654	renal pelvis/ureter urothelial carcinoma	1	Lynch Syndrome
MONDO:0034216	resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha	1	Allan-Herndon-Dudley Syndrome
MONDO:0016340	restrictive cardiomyopathy	1	Hypertrophic Cardiomyopathy 26
MONDO:0012024	retinitis pigmentosa 26	1	CERKL-Related Retinopathy
MONDO:0013274	retinitis pigmentosa 51	1	BBSome-related retinitis pigmentosa
MONDO:0013312	retinitis pigmentosa 55	1	BBSome-related retinitis pigmentosa
MONDO:0800359	retinitis pigmentosa 64	1	CFAP418-related retinal ciliopathy
MONDO:0006953	Rh isoimmunization	1	Hemolytic Disease of the Fetus and Newborn
MONDO:0017767	rheumatic fever	1	Wissler syndrome
MONDO:0014743	rhizomelic chondrodysplasia punctata type 5	1	Rhizomelic Chondrodysplasia Punctata, Plasmalogen-Synthesis Defect
MONDO:0006956	rickettsioses	1	Leptospirosis
MONDO:0014708	ring chromosome 14	1	Ring Chromosome 20 Syndrome
MONDO:0100253	Roberts-SC phocomelia syndrome	1	Warsaw breakage syndrome
MONDO:0003012	sarcomatoid renal cell carcinoma	1	Anaplastic Thyroid Carcinoma
MONDO:0011760	Scheie syndrome	1	Hurler syndrome
MONDO:0002375	sebaceous adenoma	1	Lynch Syndrome
MONDO:0008420	seborrheic keratosis	1	Porokeratosis
MONDO:0100023	self-limited familial neonatal epilepsy	1	Early-Infantile Developmental and Epileptic Encephalopathy
MONDO:0010661	severe X-linked intellectual disability, Gustavson type	1	Shashi X-Linked Intellectual Disability Syndrome
MONDO:0014963	Shashi-Pena syndrome	1	Bainbridge-Ropers syndrome
MONDO:0006970	sialolithiasis	1	Ludwig's Angina
MONDO:0004840	simple renal cyst	1	Polycystic Kidney Disease
MONDO:0100631	sleep-related hypermotor epilepsy	1	Paroxysmal Dyskinesia
MONDO:0010664	Snyder-Robinson syndrome	1	Bachmann-Bupp Syndrome
MONDO:0018078	soft tissue sarcoma	1	Anaplastic Thyroid Carcinoma
MONDO:0007819	solitary median maxillary central incisor syndrome	1	SHH Holoprosencephaly Spectrum
MONDO:0100626	SOX11-related complex neurodevelopmental disorder with or without congenital anomalies	1	SOX11-Related Neurodevelopmental Disorder
MONDO:0008799	SOX2 anophthalmia syndrome	1	PRR12-Related Neuroocular Syndrome
MONDO:0859363	spastic paraplegia 79A, autosomal dominant, with ataxia	1	UCHL1-Related Neurodegeneration with Optic Atrophy and Spastic Paraplegia
MONDO:0030512	spastic paraplegia 85, autosomal recessive	1	Autosomal Dominant Sensory Ataxia 1
MONDO:0016225	specific learning disability	1	Attention Deficit-Hyperactivity Disorder
MONDO:0014807	spinal muscular atrophy with congenital bone fractures 2	1	X-Linked Infantile Spinal Muscular Atrophy
MONDO:0008654	Spinocerebellar ataxia 27A	1	Spinocerebellar ataxia 27B
MONDO:0011801	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	1	ADPRS-Related Stress-Induced Neurodegeneration
MONDO:0018996	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	1	Ataxia-telangiectasia
MONDO:0017599	splenic diffuse red pulp small B-cell lymphoma	1	Hairy Cell Leukemia
MONDO:0008473	spondyloepimetaphyseal dysplasia, Maroteaux type	1	Acromesomelic Dysplasia Maroteaux Type
MONDO:0002265	stereotypic movement disorder	1	Tourette Syndrome
MONDO:0005098	stroke disorder	1	Bell's palsy
MONDO:0005974	strongyloidiasis	1	Clostridioides difficile Infection
MONDO:0043373	sudden sensorineural hearing loss	1	Noise Induced Hearing Loss
MONDO:0019198	sympathetic ophthalmia	1	Vogt-Koyanagi-Harada Disease
MONDO:0015338	syndromic craniosynostosis	1	SMAD6-related craniosynostosis
MONDO:0000508	syndromic intellectual disability	1	Bainbridge-Ropers syndrome
MONDO:0012413	syndromic microphthalmia type 5	1	PRR12-Related Neuroocular Syndrome
MONDO:0017987	syringomyelia	1	Monomelic Amyotrophy
MONDO:0019434	systemic-onset juvenile idiopathic arthritis	1	Wissler syndrome
MONDO:0030639	Teebi hypertelorism syndrome	1	Opitz G/BBB syndrome
MONDO:0010110	Tetra-amelia syndrome	1	Agnathia-Otocephaly Complex
MONDO:0018896	thrombotic thrombocytopenic purpura	1	Antiphospholipid Syndrome
MONDO:0019964	thymic neuroendocrine tumor	1	Thymic Neuroendocrine Carcinoma
MONDO:0019962	thyroid lymphoma	1	Anaplastic Thyroid Carcinoma
MONDO:0019201	thyrotoxic periodic paralysis	1	Refeeding Syndrome
MONDO:0002420	tic disorder	1	Tourette Syndrome
MONDO:0001461	tinea corporis	1	Contact Dermatitis
MONDO:0015698	transient hypogammaglobulinemia of infancy	1	Autosomal Agammaglobulinemia
MONDO:0005264	transient ischemic attack	1	Migraine with aura
MONDO:0008040	transient myeloproliferative syndrome	1	Acute Megakaryoblastic Leukemia
MONDO:0007944	Treacher Collins syndrome	1	Bohring-Opitz syndrome
MONDO:0008592	tricho-dento-osseous syndrome	1	Taurodontism
MONDO:0011182	trimethylaminuria	1	Trimethylaminuria
MONDO:0018068	trisomy 13	1	Meckel Syndrome
MONDO:1040049	TTC8-related ciliopathy	1	BBSome-related retinitis pigmentosa
MONDO:0043836	tuberculosis, spinal	1	Kummell Disease
MONDO:0020472	Turner syndrome due to structural X chromosome anomalies	1	Turner Syndrome
MONDO:0005619	typhoid fever	1	Malaria
MONDO:0005210	uterine corpus sarcoma	1	Endometrial Carcinoma
MONDO:0010959	van den Ende-Gupta syndrome	1	Congenital Heart Defects and Skeletal Malformations Syndrome
MONDO:0011070	Van Maldergem syndrome 1	1	Hennekam lymphangiectasia-lymphedema syndrome 2
MONDO:0006004	Vasomotor rhinitis	1	Achoo Syndrome
MONDO:0008644	velocardiofacial syndrome	1	22q11.2 Deletion Syndrome
MONDO:0006008	vestibular neuronitis	1	Labyrinthitis
MONDO:0007015	viral meningitis	1	Bacterial meningitis
MONDO:0023161	viral myocarditis	1	Dilated Cardiomyopathy 1AA
MONDO:0001244	vitamin K deficiency	1	Vitamin K-Dependent Coagulation Factor Deficiency
MONDO:0015629	von Willebrand disease type 2B	1	Platelet-Type von Willebrand Disease
MONDO:0010196	Werner syndrome	1	Familial Nonmedullary Thyroid Carcinoma
MONDO:0859169	White-Kernohan syndrome	1	Chung-Jansen Syndrome
MONDO:0009192	Wolcott-Rallison syndrome	1	Microcephaly, Short Stature, and Impaired Glucose Metabolism 2
MONDO:0008685	Wolff-Parkinson-White syndrome	1	Ebstein Anomaly
MONDO:0010338	X-linked distal spinal muscular atrophy type 3	1	X-Linked Infantile Spinal Muscular Atrophy
MONDO:0010577	X-linked hearing loss 1	1	Arts syndrome
MONDO:0010378	X-linked hereditary sensory and autonomic neuropathy with hearing loss	1	X-linked Nonsyndromic Hearing Loss
MONDO:0020720	X-linked hypophosphatemic rickets	1	Cadmium Poisoning
MONDO:0010576	X-linked mixed hearing loss with perilymphatic gusher	1	Choroideremia-Deafness-Obesity Syndrome
MONDO:0010725	X-linked retinoschisis	1	Stargardt Disease
MONDO:0020721	X-linked sideroblastic anemia 1	1	Myopathy, Lactic Acidosis, and Sideroblastic Anemia
MONDO:0010524	X-linked sideroblastic anemia with ataxia	1	IREB2-Related Neurodegeneration
MONDO:0014646	Zimmermann-Laband syndrome 2	1	Zimmermann-Laband Syndrome
MONDO:0032854	Zimmermann-Laband syndrome 3	1	Zimmermann-Laband Syndrome
MONDO:0032855	ZMIZ1-related neurodevelopmental disorder (NEDDFSA)	1	OTUD6B-Related Neurodevelopmental Disorder
