# Seed table: GO biological_process term -> candidate pathograph node class.
# Top 640 GO BP terms by usage in kb/disorders + kb/modules, extended by target (see note 6 in pathograph_node_classes.txt).
# confidence HIGH = safe to auto-seed;  LOW = suggest only, curator decides.
# Classes: GENOMIC ACTIVITY SUBSTANCE PATHWAY CELLULAR TISSUE SYSTEMIC OUTCOME
go_id	n	class	confidence	label
GO:0032342	6	SUBSTANCE	HIGH	aldosterone biosynthetic process
GO:0001561	6	SUBSTANCE	HIGH	fatty acid alpha-oxidation
GO:0140896	6	PATHWAY	HIGH	cGAS/STING signaling pathway
GO:0097066	6	CELLULAR	LOW	response to thyroid hormone
GO:0007417	6	TISSUE	HIGH	central nervous system development
GO:0070831	6	TISSUE	HIGH	basement membrane assembly
GO:0010628	6	GENOMIC	HIGH	positive regulation of gene expression
GO:0008015	6	SYSTEMIC	HIGH	blood circulation
GO:0002455	6	SYSTEMIC	HIGH	humoral immune response mediated by circulating immunoglobulin
GO:0007189	6	PATHWAY	HIGH	adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0002027	6	SYSTEMIC	HIGH	regulation of heart rate
GO:0050890	6	SYSTEMIC	HIGH	cognition
GO:0006024	6	SUBSTANCE	HIGH	glycosaminoglycan biosynthetic process
GO:0016042	6	SUBSTANCE	HIGH	lipid catabolic process
GO:0097352	6	CELLULAR	HIGH	autophagosome maturation
GO:0006821	6	ACTIVITY	LOW	chloride transport
GO:0007212	6	PATHWAY	HIGH	G protein-coupled dopamine receptor signaling pathway
GO:0048015	6	PATHWAY	HIGH	phosphatidylinositol-mediated signaling
GO:0000768	6	CELLULAR	HIGH	syncytium formation by cell-cell fusion
GO:0010001	6	CELLULAR	HIGH	glial cell differentiation
GO:0042098	6	CELLULAR	HIGH	T cell proliferation
GO:0006695	6	SUBSTANCE	HIGH	cholesterol biosynthetic process
GO:0006506	6	SUBSTANCE	HIGH	GPI anchor biosynthetic process
GO:0006817	6	ACTIVITY	LOW	phosphate ion transport
GO:0090077	6	CELLULAR	HIGH	foam cell differentiation
GO:0002934	6	CELLULAR	HIGH	desmosome organization
GO:0042100	6	CELLULAR	HIGH	B cell proliferation
GO:0007032	6	CELLULAR	HIGH	endosome organization
GO:0002432	6	TISSUE	HIGH	granuloma formation
GO:0016358	6	CELLULAR	HIGH	dendrite development
GO:0032602	6	CELLULAR	HIGH	chemokine production
GO:0003151	6	TISSUE	HIGH	outflow tract morphogenesis
GO:0051260	6	SUBSTANCE	LOW	protein homooligomerization
GO:0120197	6	TISSUE	HIGH	mucociliary clearance
GO:0060078	6	CELLULAR	HIGH	regulation of postsynaptic membrane potential
GO:0030239	6	CELLULAR	HIGH	myofibril assembly
GO:0010659	6	CELLULAR	HIGH	cardiac muscle cell apoptotic process
GO:0001514	6	ACTIVITY	HIGH	selenocysteine incorporation
GO:0060788	6	TISSUE	HIGH	ectodermal placode formation
GO:0007229	6	PATHWAY	HIGH	integrin-mediated signaling pathway
GO:0035329	6	PATHWAY	HIGH	hippo signaling
GO:0072659	6	CELLULAR	HIGH	protein localization to plasma membrane
GO:0007267	6	CELLULAR	LOW	cell-cell signaling
GO:0160083	6	CELLULAR	HIGH	exhausted T cell differentiation
GO:0006687	6	SUBSTANCE	HIGH	glycosphingolipid metabolic process
GO:0048143	6	CELLULAR	HIGH	astrocyte activation
GO:0051301	6	CELLULAR	HIGH	cell division
GO:0006417	6	ACTIVITY	HIGH	regulation of translation
GO:0046479	6	SUBSTANCE	HIGH	glycosphingolipid catabolic process
GO:0006886	6	CELLULAR	HIGH	intracellular protein transport
GO:0038128	6	PATHWAY	HIGH	ERBB2 signaling pathway
GO:0006400	6	GENOMIC	HIGH	tRNA modification
GO:0006098	6	SUBSTANCE	HIGH	pentose-phosphate shunt
GO:0043010	6	TISSUE	HIGH	camera-type eye development
GO:0010039	6	CELLULAR	LOW	response to iron ion
GO:0030318	6	CELLULAR	HIGH	melanocyte differentiation
GO:0030301	6	SUBSTANCE	LOW	cholesterol transport
GO:0007588	6	SYSTEMIC	HIGH	excretion
GO:0034440	5	SUBSTANCE	HIGH	lipid oxidation
GO:0022900	5	CELLULAR	HIGH	electron transport chain
GO:0006574	5	SUBSTANCE	HIGH	L-valine catabolic process
GO:0042594	5	CELLULAR	LOW	response to starvation
GO:0001541	5	TISSUE	HIGH	ovarian follicle development
GO:0070212	5	ACTIVITY	HIGH	protein poly-ADP-ribosylation
GO:0008053	5	CELLULAR	HIGH	mitochondrial fusion
GO:0007409	5	CELLULAR	HIGH	axonogenesis
GO:0097154	5	CELLULAR	HIGH	GABAergic neuron differentiation
GO:0070828	5	GENOMIC	HIGH	heterochromatin organization
GO:0007603	5	CELLULAR	HIGH	phototransduction, visible light
GO:0022904	5	CELLULAR	HIGH	respiratory electron transport chain
GO:0016558	5	CELLULAR	HIGH	protein import into peroxisome matrix
GO:0019042	5	GENOMIC	LOW	viral latency
GO:0006606	5	CELLULAR	HIGH	protein import into nucleus
# --- tranche 3: targeted at kb/modules vocabulary, NOT frequency-ranked. ---
# Frequency ranking systematically missed whole specialist vocabularies (viral
# lifecycle, meiosis, fungal/bacterial cell wall, cortical development) because
# each term is rare KB-wide while being central to the module that uses it.
GO:0007017	5	CELLULAR	HIGH	microtubule-based process
GO:0044826	5	GENOMIC	HIGH	viral genome integration into host DNA
GO:0045879	5	PATHWAY	HIGH	negative regulation of smoothened signaling pathway
GO:0006836	5	CELLULAR	HIGH	neurotransmitter transport
GO:0090399	5	CELLULAR	HIGH	replicative senescence
GO:0001736	5	CELLULAR	HIGH	establishment of planar polarity
GO:0007292	5	CELLULAR	LOW	female gamete generation
GO:0034975	5	ACTIVITY	HIGH	protein folding in endoplasmic reticulum
GO:0017148	5	ACTIVITY	HIGH	negative regulation of translation
GO:0098727	5	CELLULAR	HIGH	maintenance of cell number
GO:0048251	5	TISSUE	HIGH	elastic fiber assembly
GO:0015031	5	CELLULAR	HIGH	protein transport
GO:0034102	5	SYSTEMIC	HIGH	erythrocyte clearance
GO:0001756	5	TISSUE	HIGH	somitogenesis
GO:0045071	5	GENOMIC	LOW	negative regulation of viral genome replication
GO:0019062	5	CELLULAR	HIGH	virion attachment to host cell
GO:0002443	5	SYSTEMIC	HIGH	leukocyte mediated immunity
GO:0060325	5	TISSUE	HIGH	face morphogenesis
GO:0060792	5	TISSUE	HIGH	sweat gland development
GO:0048525	5	CELLULAR	LOW	negative regulation of viral process
GO:0035282	4	TISSUE	HIGH	segmentation
GO:0061386	4	TISSUE	HIGH	closure of optic fissure
GO:0007130	4	GENOMIC	HIGH	synaptonemal complex assembly
GO:0042403	4	SUBSTANCE	HIGH	thyroid hormone metabolic process
GO:0060242	4	CELLULAR	HIGH	contact inhibition
GO:0006351	4	GENOMIC	HIGH	DNA-templated transcription
GO:0050877	4	SYSTEMIC	LOW	nervous system process
GO:0009252	4	SUBSTANCE	HIGH	peptidoglycan biosynthetic process
GO:0097009	4	SYSTEMIC	HIGH	energy homeostasis
GO:0019432	4	SUBSTANCE	HIGH	triglyceride biosynthetic process
GO:0021943	4	TISSUE	HIGH	formation of radial glial scaffolds
GO:0046654	4	SUBSTANCE	HIGH	tetrahydrofolate biosynthetic process
GO:0009952	4	TISSUE	HIGH	anterior/posterior pattern specification
GO:0032956	4	CELLULAR	HIGH	regulation of actin cytoskeleton organization
GO:0001963	4	CELLULAR	HIGH	synaptic transmission, dopaminergic
GO:0019080	4	GENOMIC	HIGH	viral gene expression
GO:0006171	4	SUBSTANCE	HIGH	cAMP biosynthetic process
GO:0030431	4	SYSTEMIC	HIGH	sleep
GO:0001819	4	CELLULAR	HIGH	positive regulation of cytokine production
GO:0048812	4	CELLULAR	HIGH	neuron projection morphogenesis
GO:0036297	4	GENOMIC	HIGH	interstrand cross-link repair
GO:0097242	4	TISSUE	HIGH	amyloid-beta clearance
GO:0021801	4	CELLULAR	HIGH	cerebral cortex radial glia-guided migration
GO:0039694	4	GENOMIC	HIGH	viral RNA genome replication
GO:0003417	4	TISSUE	HIGH	growth plate cartilage development
GO:0021537	4	TISSUE	HIGH	telencephalon development
GO:0007129	3	GENOMIC	HIGH	homologous chromosome pairing at meiosis
GO:0051321	3	CELLULAR	HIGH	meiotic cell cycle
GO:0007168	3	PATHWAY	HIGH	receptor guanylyl cyclase signaling pathway
GO:0097485	3	CELLULAR	HIGH	neuron projection guidance
GO:0006784	3	SUBSTANCE	HIGH	heme A biosynthetic process
GO:0051598	3	GENOMIC	HIGH	meiotic recombination checkpoint signaling
GO:0006006	3	SUBSTANCE	HIGH	glucose metabolic process
GO:0046777	3	ACTIVITY	HIGH	protein autophosphorylation
GO:0006696	3	SUBSTANCE	HIGH	ergosterol biosynthetic process
GO:0002262	3	SYSTEMIC	LOW	myeloid cell homeostasis
GO:0008356	3	CELLULAR	HIGH	asymmetric cell division
GO:0006833	3	ACTIVITY	LOW	water transport
GO:0051458	3	SYSTEMIC	HIGH	corticotropin secretion
GO:0050975	3	SYSTEMIC	HIGH	sensory perception of touch
GO:0006265	3	ACTIVITY	HIGH	DNA topological change
GO:0120193	3	CELLULAR	HIGH	tight junction organization
GO:0009063	3	SUBSTANCE	HIGH	amino acid catabolic process
GO:0065003	3	ACTIVITY	LOW	protein-containing complex assembly
GO:0002544	3	TISSUE	HIGH	chronic inflammatory response
GO:0019082	3	ACTIVITY	HIGH	viral protein processing
GO:0019076	3	CELLULAR	HIGH	viral release from host cell
GO:0097696	3	PATHWAY	HIGH	cell surface receptor signaling pathway via STAT
GO:0039502	3	PATHWAY	HIGH	symbiont-mediated suppression of host type I interferon-mediated signaling pathway
GO:0021819	3	TISSUE	HIGH	layer formation in cerebral cortex
GO:0006198	3	SUBSTANCE	HIGH	cAMP catabolic process
GO:0050892	3	SYSTEMIC	HIGH	intestinal absorption
GO:0030855	3	CELLULAR	HIGH	epithelial cell differentiation
GO:0140374	3	SYSTEMIC	HIGH	antiviral innate immune response
GO:0045766	3	TISSUE	HIGH	positive regulation of angiogenesis
GO:0019068	3	CELLULAR	HIGH	virion assembly
GO:0097681	2	GENOMIC	HIGH	double-strand break repair via alternative nonhomologous end joining
GO:0050905	2	SYSTEMIC	LOW	neuromuscular process
GO:0019222	2	SUBSTANCE	LOW	regulation of metabolic process
GO:0021870	2	CELLULAR	HIGH	Cajal-Retzius cell differentiation
GO:0046415	2	SUBSTANCE	HIGH	urate metabolic process
GO:0021766	2	TISSUE	HIGH	hippocampus development
GO:0039645	2	CELLULAR	HIGH	symbiont-mediated perturbation of host cell cycle G1/S transition checkpoint
GO:0086100	2	PATHWAY	HIGH	endothelin receptor signaling pathway
GO:0006401	2	GENOMIC	HIGH	RNA catabolic process
GO:1904030	2	ACTIVITY	HIGH	negative regulation of cyclin-dependent protein kinase activity
GO:0019835	2	CELLULAR	HIGH	cytolysis
GO:0097746	2	TISSUE	HIGH	blood vessel diameter maintenance
GO:0036066	2	ACTIVITY	HIGH	protein O-linked glycosylation via fucose
GO:1990776	2	CELLULAR	LOW	response to angiotensin
GO:0180059	2	ACTIVITY	HIGH	protein O-linked glycosylation via glucose
GO:0045668	2	CELLULAR	HIGH	negative regulation of osteoblast differentiation
GO:0019043	2	GENOMIC	HIGH	establishment of viral latency
GO:0019046	2	GENOMIC	HIGH	release from viral latency
GO:0019064	2	CELLULAR	HIGH	fusion of virus membrane with host plasma membrane
GO:0006206	2	SUBSTANCE	HIGH	pyrimidine nucleobase metabolic process
GO:0097107	2	CELLULAR	HIGH	postsynaptic density assembly
GO:0006075	2	SUBSTANCE	HIGH	(1->3)-beta-D-glucan biosynthetic process
GO:0006541	2	SUBSTANCE	HIGH	L-glutamine metabolic process
GO:0035567	2	PATHWAY	HIGH	non-canonical Wnt signaling pathway
GO:0030167	2	SUBSTANCE	HIGH	proteoglycan catabolic process
GO:0099536	2	CELLULAR	HIGH	synaptic signaling
GO:0006195	2	SUBSTANCE	HIGH	purine nucleotide catabolic process
GO:0031669	2	CELLULAR	HIGH	cellular response to nutrient levels
GO:0042246	2	TISSUE	HIGH	tissue regeneration
GO:0010833	1	GENOMIC	HIGH	telomere maintenance via telomere lengthening
GO:0009057	1	SUBSTANCE	LOW	macromolecule catabolic process
GO:0009267	1	CELLULAR	HIGH	cellular response to starvation
GO:0003014	1	SYSTEMIC	HIGH	renal system process
GO:0075509	1	CELLULAR	HIGH	endocytosis involved in viral entry into host cell
GO:0045216	1	CELLULAR	HIGH	cell-cell junction organization
GO:0000729	1	GENOMIC	HIGH	DNA double-strand break processing
GO:0044772	1	CELLULAR	HIGH	mitotic cell cycle phase transition
GO:0000045	1	CELLULAR	HIGH	autophagosome assembly
GO:0031638	1	ACTIVITY	HIGH	zymogen activation
GO:0050910	1	CELLULAR	HIGH	detection of mechanical stimulus involved in sensory perception of sound
GO:0007162	1	CELLULAR	HIGH	negative regulation of cell adhesion
GO:0016082	1	CELLULAR	HIGH	synaptic vesicle priming
GO:0016070	1	GENOMIC	HIGH	RNA metabolic process
GO:0075713	1	GENOMIC	HIGH	establishment of integrated proviral latency
GO:0016242	1	CELLULAR	HIGH	negative regulation of macroautophagy
GO:0051298	1	CELLULAR	HIGH	centrosome duplication
GO:0045737	1	ACTIVITY	HIGH	positive regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0016126	1	SUBSTANCE	HIGH	sterol biosynthetic process
GO:0008204	1	SUBSTANCE	HIGH	ergosterol metabolic process
GO:0042908	1	ACTIVITY	LOW	xenobiotic transport
GO:0002753	1	PATHWAY	HIGH	cytoplasmic pattern recognition receptor signaling pathway
GO:0009272	1	SUBSTANCE	HIGH	fungal-type cell wall biogenesis
GO:0016071	1	GENOMIC	HIGH	mRNA metabolic process
GO:0045739	1	GENOMIC	HIGH	positive regulation of DNA repair
GO:0048266	1	SYSTEMIC	HIGH	behavioral response to pain
GO:0015856	1	ACTIVITY	HIGH	cytosine transport
GO:0009597	1	CELLULAR	HIGH	detection of virus
GO:0006278	1	GENOMIC	HIGH	RNA-templated DNA biosynthetic process
GO:0006208	1	SUBSTANCE	HIGH	pyrimidine nucleobase catabolic process
GO:0046755	1	CELLULAR	HIGH	viral budding
GO:0031570	1	GENOMIC	HIGH	DNA integrity checkpoint signaling
GO:0071897	1	GENOMIC	HIGH	DNA biosynthetic process
GO:0010894	1	SUBSTANCE	HIGH	negative regulation of steroid biosynthetic process
GO:0001836	1	CELLULAR	HIGH	release of cytochrome c from mitochondria
