postcomposition_id	descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	descriptor_path	descriptor_preferred_term	descriptor_term_id	descriptor_term_label	relation_type	relation_index	relation_path	predicate_preferred_term	predicate_term_id	predicate_term_label	value_preferred_term	value_term_id	value_term_label	value_literal	raw_json
115	991	958	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	0	Empiric Antibiotic Therapy	Broad-spectrum antibiotics (e.g., ceftriaxone, vancomycin) started immediately after lumbar puncture.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	broad spectrum antibiotic	NCIT:C2883	Broad Spectrum Antibiotic		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""broad spectrum antibiotic"", ""term"": {""id"": ""NCIT:C2883"", ""label"": ""Broad Spectrum Antibiotic""}}}"
116	994	959	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	1	Targeted Antibiotic Therapy	Antibiotics tailored to the specific pathogen once identified.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	anti-infective agent	NCIT:C28254	Anti-Infective Agent		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""anti-infective agent"", ""term"": {""id"": ""NCIT:C28254"", ""label"": ""Anti-Infective Agent""}}}"
117	997	960	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	2	Dexamethasone	Corticosteroid used to reduce inflammation and complications, particularly in pneumococcal meningitis.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	dexamethasone	NCIT:C620	Dexamethasone		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""dexamethasone"", ""term"": {""id"": ""NCIT:C620"", ""label"": ""Dexamethasone""}}}"
118	1000	961	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	3	Supportive Care	Fluids, electrolyte management, seizure control, and monitoring of intracranial pressure.	treatment_term	supportive care	MAXO:0000950	supportive care	qualifier	0	treatment_term.qualifiers[0]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	fluid therapy	NCIT:C15693	Fluid Replacement Therapy		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""fluid therapy"", ""term"": {""id"": ""NCIT:C15693"", ""label"": ""Fluid Replacement Therapy""}}}"
119	1000	961	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	3	Supportive Care	Fluids, electrolyte management, seizure control, and monitoring of intracranial pressure.	treatment_term	supportive care	MAXO:0000950	supportive care	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	anticonvulsant agent	NCIT:C614	Anticonvulsant Agent		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""anticonvulsant agent"", ""term"": {""id"": ""NCIT:C614"", ""label"": ""Anticonvulsant Agent""}}}"
120	1005	962	39	Bacterial meningitis	Bacterial_meningitis.yaml	treatments	4	Vaccination	Vaccines available for prevention of meningococcal, pneumococcal, and Hib meningitis.	treatment_term	vaccination	MAXO:0001017	vaccination	qualifier	0	treatment_term.qualifiers[0]	immunologic factor	NCIT:C307	Immunologic Factor	vaccine	NCIT:C15260	Vaccine		"{""predicate"": {""preferred_term"": ""immunologic factor"", ""term"": {""id"": ""NCIT:C307"", ""label"": ""Immunologic Factor""}}, ""value"": {""preferred_term"": ""vaccine"", ""term"": {""id"": ""NCIT:C15260"", ""label"": ""Vaccine""}}}"
126	1060	1019	41	Basal Cell Carcinoma	Basal_Cell_Carcinoma.yaml	treatments	1	Vismodegib	Hedgehog pathway inhibitor that binds and inhibits Smoothened. FDA-approved for locally advanced or metastatic BCC. Response rates of 30-60% in advanced disease. Side effects include muscle spasms, alopecia, and dysgeusia.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			vismodegib	CHEBI:66903	vismodegib		"{""preferred_term"": ""vismodegib"", ""term"": {""id"": ""CHEBI:66903"", ""label"": ""vismodegib""}}"
127	1180	1167	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	0	Prednisone and Azathioprine	Glucocorticoid therapy with prednisone, sometimes combined with azathioprine, has been used in chronic hypersensitivity pneumonitis.	treatment_term	corticosteroid agent therapy	MAXO:0000640	corticosteroid agent therapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			prednisone	CHEBI:8382	prednisone		"{""preferred_term"": ""prednisone"", ""term"": {""id"": ""CHEBI:8382"", ""label"": ""prednisone""}}"
128	1180	1167	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	0	Prednisone and Azathioprine	Glucocorticoid therapy with prednisone, sometimes combined with azathioprine, has been used in chronic hypersensitivity pneumonitis.	treatment_term	corticosteroid agent therapy	MAXO:0000640	corticosteroid agent therapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			azathioprine	CHEBI:2948	azathioprine		"{""preferred_term"": ""azathioprine"", ""term"": {""id"": ""CHEBI:2948"", ""label"": ""azathioprine""}}"
129	1183	1168	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	1	Mycophenolate Mofetil or Azathioprine	Immunosuppressive pharmacotherapy with mycophenolate mofetil or azathioprine has been used in chronic hypersensitivity pneumonitis and associated with improved DLCO.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			mycophenolate mofetil	CHEBI:8764	mycophenolate mofetil		"{""preferred_term"": ""mycophenolate mofetil"", ""term"": {""id"": ""CHEBI:8764"", ""label"": ""mycophenolate mofetil""}}"
130	1183	1168	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	1	Mycophenolate Mofetil or Azathioprine	Immunosuppressive pharmacotherapy with mycophenolate mofetil or azathioprine has been used in chronic hypersensitivity pneumonitis and associated with improved DLCO.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			azathioprine	CHEBI:2948	azathioprine		"{""preferred_term"": ""azathioprine"", ""term"": {""id"": ""CHEBI:2948"", ""label"": ""azathioprine""}}"
131	1186	1169	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	2	Pirfenidone	Antifibrotic pharmacotherapy evaluated for fibrotic hypersensitivity pneumonitis.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			pirfenidone	CHEBI:32016	pirfenidone		"{""preferred_term"": ""pirfenidone"", ""term"": {""id"": ""CHEBI:32016"", ""label"": ""pirfenidone""}}"
132	1188	1170	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	treatments	3	Nintedanib	Antifibrotic therapy shown to reduce the rate of FVC decline in progressive fibrosing ILD, including hypersensitivity pneumonitis subgroups.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			nintedanib	CHEBI:85164	nintedanib		"{""preferred_term"": ""nintedanib"", ""term"": {""id"": ""CHEBI:85164"", ""label"": ""nintedanib""}}"
137	1248	1238	51	Burkitt Lymphoma	Burkitt_Lymphoma.yaml	treatments	1	Rituximab	Anti-CD20 monoclonal antibody added to chemotherapy improves outcomes, particularly in adults. Standard component of modern treatment regimens.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			rituximab	CHEBI:64357	rituximab		"{""preferred_term"": ""rituximab"", ""term"": {""id"": ""CHEBI:64357"", ""label"": ""rituximab""}}"
143	1371	1382	58	Cervical Cancer	Cervical_Cancer.yaml	treatments	3	Chemoradiation	Concurrent cisplatin-based chemotherapy with external beam radiation and brachytherapy is the standard treatment for locally advanced cervical cancer (stages IB3-IVA). Improves survival compared to radiation alone.	treatment_term	radiation therapy	MAXO:0000014	radiation therapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cisplatin	CHEBI:27899	cisplatin		"{""preferred_term"": ""cisplatin"", ""term"": {""id"": ""CHEBI:27899"", ""label"": ""cisplatin""}}"
147	1475	1541	65	Chronic Lymphocytic Leukemia	Chronic_Lymphocytic_Leukemia.yaml	treatments	0	Ibrutinib	First-in-class irreversible BTK inhibitor that disrupts BCR signaling, mobilizes CLL cells from tissue niches, and induces apoptosis. Effective in all risk groups including TP53-mutated CLL. Continuous therapy until progression.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			ibrutinib	CHEBI:76612	ibrutinib		"{""preferred_term"": ""ibrutinib"", ""term"": {""id"": ""CHEBI:76612"", ""label"": ""ibrutinib""}}"
148	1477	1542	65	Chronic Lymphocytic Leukemia	Chronic_Lymphocytic_Leukemia.yaml	treatments	1	Acalabrutinib	Second-generation selective BTK inhibitor with improved kinase selectivity and potentially fewer off-target effects than ibrutinib. Effective as monotherapy or combined with obinutuzumab.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			acalabrutinib	CHEBI:167707	acalabrutinib		"{""preferred_term"": ""acalabrutinib"", ""term"": {""id"": ""CHEBI:167707"", ""label"": ""acalabrutinib""}}"
149	1479	1543	65	Chronic Lymphocytic Leukemia	Chronic_Lymphocytic_Leukemia.yaml	treatments	2	Venetoclax plus Obinutuzumab	BCL2 inhibitor venetoclax combined with anti-CD20 antibody obinutuzumab achieves high rates of undetectable MRD and enables time-limited therapy (12 months). Particularly effective in treatment-naive CLL.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			venetoclax	CHEBI:133021	venetoclax		"{""preferred_term"": ""venetoclax"", ""term"": {""id"": ""CHEBI:133021"", ""label"": ""venetoclax""}}"
150	1481	1544	65	Chronic Lymphocytic Leukemia	Chronic_Lymphocytic_Leukemia.yaml	treatments	3	Chemoimmunotherapy (FCR)	Fludarabine, cyclophosphamide, and rituximab combination was standard for fit patients with mutated IGHV without del(17p)/TP53 mutation. Can achieve long remissions in this favorable subgroup but largely replaced by targeted agents.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cyclophosphamide	CHEBI:4027	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4027"", ""label"": ""cyclophosphamide""}}"
156	1505	1565	66	Chronic Myeloid Leukemia, BCR-ABL1 Positive	Chronic_Myeloid_Leukemia.yaml	treatments	0	Imatinib	First-generation tyrosine kinase inhibitor that revolutionized CML treatment. Competitively inhibits BCR-ABL1 ATP binding, inducing molecular remission in most chronic phase patients. Standard first-line therapy with excellent long-term outcomes.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			imatinib	CHEBI:45783	imatinib		"{""preferred_term"": ""imatinib"", ""term"": {""id"": ""CHEBI:45783"", ""label"": ""imatinib""}}"
157	1507	1566	66	Chronic Myeloid Leukemia, BCR-ABL1 Positive	Chronic_Myeloid_Leukemia.yaml	treatments	1	Dasatinib	Second-generation TKI with greater potency against BCR-ABL1 and activity against many imatinib-resistant mutations. Also inhibits SRC family kinases. Used for imatinib intolerance/resistance or as first-line therapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			dasatinib	CHEBI:49375	dasatinib		"{""preferred_term"": ""dasatinib"", ""term"": {""id"": ""CHEBI:49375"", ""label"": ""dasatinib""}}"
158	1509	1567	66	Chronic Myeloid Leukemia, BCR-ABL1 Positive	Chronic_Myeloid_Leukemia.yaml	treatments	2	Nilotinib	Second-generation TKI designed for improved BCR-ABL1 binding. More selective than dasatinib with different side effect profile. Used for imatinib intolerance/resistance or first-line therapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			nilotinib	CHEBI:52172	nilotinib		"{""preferred_term"": ""nilotinib"", ""term"": {""id"": ""CHEBI:52172"", ""label"": ""nilotinib""}}"
159	1511	1568	66	Chronic Myeloid Leukemia, BCR-ABL1 Positive	Chronic_Myeloid_Leukemia.yaml	treatments	3	Ponatinib	Third-generation TKI active against the T315I gatekeeper mutation that confers resistance to other TKIs. Reserved for patients with T315I mutation or failure of multiple prior TKIs due to cardiovascular risks.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			ponatinib	CHEBI:78543	ponatinib		"{""preferred_term"": ""ponatinib"", ""term"": {""id"": ""CHEBI:78543"", ""label"": ""ponatinib""}}"
167	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			sunitinib	CHEBI:38940	sunitinib		"{""preferred_term"": ""sunitinib"", ""term"": {""id"": ""CHEBI:38940"", ""label"": ""sunitinib""}}"
168	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			pazopanib	CHEBI:71219	pazopanib		"{""preferred_term"": ""pazopanib"", ""term"": {""id"": ""CHEBI:71219"", ""label"": ""pazopanib""}}"
169	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			axitinib	CHEBI:66910	axitinib		"{""preferred_term"": ""axitinib"", ""term"": {""id"": ""CHEBI:66910"", ""label"": ""axitinib""}}"
170	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			cabozantinib	CHEBI:72317	cabozantinib		"{""preferred_term"": ""cabozantinib"", ""term"": {""id"": ""CHEBI:72317"", ""label"": ""cabozantinib""}}"
174	1630	1682	70	Clear Cell Sarcoma	Clear_Cell_Sarcoma.yaml	treatments	3	Systemic Therapy	CCS is generally chemoresistant. Doxorubicin-based regimens may be attempted for metastatic disease but response rates are low. Unlike melanoma, checkpoint inhibitors have limited efficacy.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
175	1647	1701	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	0	Vancomycin	Oral vancomycin is first-line treatment for C. difficile infection.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	route of administration	NCIT:C38114	Route of Administration	oral route of administration	NCIT:C38288	Oral Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""oral route of administration"", ""term"": {""id"": ""NCIT:C38288"", ""label"": ""Oral Route of Administration""}}}"
176	1647	1701	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	0	Vancomycin	Oral vancomycin is first-line treatment for C. difficile infection.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	vancomycin	NCIT:C288	vancomycin		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""vancomycin"", ""term"": {""id"": ""NCIT:C288"", ""label"": ""vancomycin""}}}"
177	1652	1702	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	1	Fidaxomicin	Alternative antibiotic with lower recurrence rates.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	route of administration	NCIT:C38114	Route of Administration	oral route of administration	NCIT:C38288	Oral Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""oral route of administration"", ""term"": {""id"": ""NCIT:C38288"", ""label"": ""Oral Route of Administration""}}}"
178	1652	1702	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	1	Fidaxomicin	Alternative antibiotic with lower recurrence rates.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	fidaxomicin	NCIT:C95509	fidaxomicin		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""fidaxomicin"", ""term"": {""id"": ""NCIT:C95509"", ""label"": ""fidaxomicin""}}}"
179	1657	1703	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	2	Fecal microbiota transplantation	Restoration of normal gut microbiota for recurrent infections.	treatment_term	fecal microbiota transplantation	MAXO:0000748	fecal microbiota transplantation	qualifier	0	treatment_term.qualifiers[0]	clinical course	NCIT:C28008	Clinical Course	recurrent disease	MONDO:0700096	recurrent disease		"{""predicate"": {""preferred_term"": ""clinical course"", ""term"": {""id"": ""NCIT:C28008"", ""label"": ""Clinical Course""}}, ""value"": {""preferred_term"": ""recurrent disease"", ""term"": {""id"": ""MONDO:0700096"", ""label"": ""recurrent disease""}}}"
180	1660	1704	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	3	Bezlotoxumab	Monoclonal antibody against toxin B to prevent CDI recurrence when added to standard therapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	bezlotoxumab	NCIT:C121379	Bezlotoxumab		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""bezlotoxumab"", ""term"": {""id"": ""NCIT:C121379"", ""label"": ""Bezlotoxumab""}}}"
181	1689	1732	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	0	Corticosteroids (Budesonide)	"Topically active corticosteroids, particularly budesonide, are first-line immunosuppressive therapy for collagenous sprue. Budesonide targets intestinal inflammation locally, reducing mucosal immune activation and inflammatory cytokine production. Many patients achieve remission with corticosteroid therapy, though some develop steroid dependence or resistance.
"	treatment_term	topical corticosteroid therapy	MAXO:0001553	topical corticosteroid therapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	budesonide	NCIT:C66948	Budesonide		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""budesonide"", ""term"": {""id"": ""NCIT:C66948"", ""label"": ""Budesonide""}}}"
182	1689	1732	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	0	Corticosteroids (Budesonide)	"Topically active corticosteroids, particularly budesonide, are first-line immunosuppressive therapy for collagenous sprue. Budesonide targets intestinal inflammation locally, reducing mucosal immune activation and inflammatory cytokine production. Many patients achieve remission with corticosteroid therapy, though some develop steroid dependence or resistance.
"	treatment_term	topical corticosteroid therapy	MAXO:0001553	topical corticosteroid therapy	qualifier	1	treatment_term.qualifiers[1]	route of administration	NCIT:C38114	Route of Administration	gastrointestinal route	NCIT:C38295	Gastrointestinal Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""gastrointestinal route"", ""term"": {""id"": ""NCIT:C38295"", ""label"": ""Gastrointestinal Route of Administration""}}}"
183	1694	1733	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	1	Thiopurines (Azathioprine/6-Thioguanine)	"Thiopurine immunosuppressants are used for steroid-refractory or steroid-dependent collagenous sprue. These agents inhibit T cell proliferation, addressing the underlying immune activation.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	azathioprine	NCIT:C620	Azathioprine		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""azathioprine"", ""term"": {""id"": ""NCIT:C620"", ""label"": ""Azathioprine""}}}"
184	1697	1734	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	2	Anti-TNF-α Therapy	"TNF-α inhibitors such as infliximab may be considered for severe, refractory collagenous sprue based on case reports. These agents target TNF-α-mediated inflammation and immune activation.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	infliximab	NCIT:C2894	Infliximab		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""infliximab"", ""term"": {""id"": ""NCIT:C2894"", ""label"": ""Infliximab""}}}"
185	1700	1735	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	3	Calcineurin Inhibitors (Tacrolimus)	"Tacrolimus (FK-506) is a calcineurin inhibitor used for severe, treatment-refractory collagenous sprue. It inhibits T cell activation and cytokine production, providing an alternative mechanism for immune suppression in cases resistant to conventional immunosuppressants. Case reports document successful long-term outcomes with tacrolimus in patients with severe intestinal failure from collagenous sprue.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	tacrolimus	NCIT:C2982	Tacrolimus		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""tacrolimus"", ""term"": {""id"": ""NCIT:C2982"", ""label"": ""Tacrolimus""}}}"
186	1704	1737	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	5	Nutritional support and supplementation	"Dietary management with nutritional supplementation to address malabsorption-induced deficiencies. Micronutrient repletion, including iron, vitamin B12, fat-soluble vitamins, and protein supplementation, is essential.
"	treatment_term	nutritional supplementation	MAXO:0000106	nutritional supplementation	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	iron supplement	NCIT:C2346	Iron Supplement		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""iron supplement"", ""term"": {""id"": ""NCIT:C2346"", ""label"": ""Iron Supplement""}}}"
193	1932	1997	87	Dermatofibrosarcoma Protuberans	Dermatofibrosarcoma_Protuberans.yaml	treatments	1	Imatinib Targeted Therapy	Imatinib mesylate, a PDGFR inhibitor, is highly effective for unresectable or metastatic DFSP. Response rates exceed 50%. Imatinib may also be used as neoadjuvant therapy to shrink tumors before surgery. Fibrosarcomatous transformation may confer imatinib resistance.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			imatinib	CHEBI:45783	imatinib		"{""preferred_term"": ""imatinib"", ""term"": {""id"": ""CHEBI:45783"", ""label"": ""imatinib""}}"
197	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cyclophosphamide	CHEBI:4026	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4026"", ""label"": ""cyclophosphamide""}}"
198	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
