name	anchor_state	mondo_id	stored_label	oak_flag	mondo_mapping_preds	shared_anchor_n
COG7-Congenital_Disorder_of_Glycosylation	MONDO	MONDO:0012118	COG7-congenital disorder of glycosylation			1
COL11A2_Hearing_Loss	MONDO	MONDO:0011159	autosomal dominant nonsyndromic hearing loss 13			1
COL11A2_Skeletal_Spectrum	MONDO	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant			1
COPA_Syndrome	MONDO	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome			1
COVID-19	MONDO	MONDO:0100096	COVID-19			1
COX10-Related_COX_Deficiency	MONDO	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3			1
COX11-Related_COX_Deficiency	MONDO	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23			1
COX14-Related_COX_Deficiency	MONDO	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10			1
COX15-Related_COX_Deficiency	MONDO	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2			1
COX16-Related_COX_Deficiency	MONDO	MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22			1
COX18-Related_COX_Deficiency	MONDO	MONDO:0980970	mitochondrial complex 4 deficiency, nuclear type 25			1
COX20-Related_COX_Deficiency	MONDO	MONDO:0033645	mitochondrial complex IV deficiency, nuclear type 11			1
COX4I1-Related_COX_Deficiency	MONDO	MONDO:0033651	mitochondrial complex IV deficiency, nuclear type 16			1
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	MONDO	MONDO:0012992	pancreatic insufficiency-anemia-hyperostosis syndrome			1
COX5A-Related_COX_Deficiency	MONDO	MONDO:0033655	mitochondrial complex IV deficiency, nuclear type 20			1
COX6A2-Related_COX_Deficiency	MONDO	MONDO:0033653	mitochondrial complex IV deficiency, nuclear type 18			1
COX6B1-Related_COX_Deficiency	MONDO	MONDO:0033637	mitochondrial complex IV deficiency, nuclear type 7			1
COX8A-Related_COX_Deficiency	MONDO	MONDO:0033650	mitochondrial complex IV deficiency, nuclear type 15			1
COXFA4-Related_COX_Deficiency	MONDO	MONDO:0033656	mitochondrial complex IV deficiency, nuclear type 21			1
CPLX1-Related_DEE	MONDO	MONDO:0033372	developmental and epileptic encephalopathy, 63			1
CPT1C-Related_Hereditary_Spastic_Paraplegia	MONDO	MONDO:0014568	hereditary spastic paraplegia 73		exactMatch:1	1
CRADD-Related_Thin_Lissencephaly	MONDO	MONDO:0013785	intellectual disability, autosomal recessive 34			1
CRB1_Retinal_Dystrophies	MONDO	MONDO:0013453	Leber congenital amaurosis 8			1
CRX_Related_Retinopathy	MONDO	MONDO:1040064	CRX-related retinopathy			1
CTCF-related_Neurodevelopmental_Disorder	MONDO	MONDO:0014213	CTCF-related neurodevelopmental disorder			1
CTLA4_Haploinsufficiency	MONDO	MONDO:0014493	autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency			1
CYCS-Related_Thrombocytopenia	MONDO	MONDO:0012775	thrombocytopenia 4		exactMatch:1	1
Cadmium_Poisoning	MONDO	MONDO:0043523	cadmium poisoning			1
Campomelic_Dysplasia	MONDO	MONDO:0007251	campomelic dysplasia			1
Camptodactyly	MONDO	MONDO:0007250	camptodactyly of fingers			1
Campylobacteriosis	MONDO	MONDO:0005688	campylobacteriosis			1
Camurati-Engelmann_Disease	MONDO	MONDO:0007542	Camurati-Engelmann disease			1
Canavan_Disease	MONDO	MONDO:0010079	Canavan disease		exactMatch:1	1
Cannabis_Hyperemesis_Syndrome	MONDO	MONDO:0100094	cannabinoid hyperemesis syndrome			1
Capillary_Malformation-Arteriovenous_Malformation_Syndrome	MONDO	MONDO:0012016	capillary malformation-arteriovenous malformation syndrome			1
Carbamoyl_Phosphate_Synthetase_I_Deficiency	MONDO	MONDO:0009376	carbamoyl phosphate synthetase I deficiency disease			1
Carbon_Monoxide_Poisoning	MONDO	MONDO:0800373	carbon monoxide poisoning		exactMatch:1	1
Carbonic_Anhydrase_VA_Deficiency	MONDO	MONDO:0014332	hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency			1
Cardiofaciocutaneous_Syndrome	MONDO	MONDO:0015280	cardiofaciocutaneous syndrome			1
Cardiospondylocarpofacial_Syndrome	MONDO	MONDO:0008005	cardiospondylocarpofacial syndrome			1
Carney-Stratakis_Syndrome	MONDO	MONDO:0011740	Carney-Stratakis syndrome			1
Carnitine-Acylcarnitine_Translocase_Deficiency	MONDO	MONDO:0008918	carnitine-acylcarnitine translocase deficiency			1
Carnitine_Palmitoyltransferase_1A_Deficiency	MONDO	MONDO:0009705	carnitine palmitoyl transferase 1A deficiency			1
Carnitine_Palmitoyltransferase_II_Deficiency	MONDO	MONDO:0015515	carnitine palmitoyltransferase II deficiency			1
Carotid_Artery_Occlusion	MONDO	MONDO:0004450	carotid artery occlusion			1
Carotid_Stenosis	MONDO	MONDO:0001612	carotid stenosis			1
Carotid_Web	MONDO	MONDO:0979323	carotid web			1
Carvajal_Syndrome	MONDO	MONDO:0011581	arrhythmogenic cardiomyopathy with wooly hair and keratoderma			1
Castleman_Disease	MONDO	MONDO:0015564	Castleman disease			1
Cat-Scratch_Disease	MONDO	MONDO:0005692	cat-scratch disease			1
Cauda_Equina_Syndrome	MONDO	MONDO:0005693	cauda equina syndrome			1
Celiac_Disease	MONDO	MONDO:0005130	celiac disease			1
Central_Areolar_Choroidal_Dystrophy	MONDO	MONDO:0008982	central areolar choroidal dystrophy			1
Central_Congenital_Hypothyroidism	MONDO	MONDO:0016410	central congenital hypothyroidism			1
Central_Core_Myopathy	MONDO	MONDO:0007294	central core myopathy			1
Central_Nervous_System_Germ_Cell_Tumor	MONDO	MONDO:0003000	central nervous system germ cell tumor			1
Central_Nervous_System_Teratoma	MONDO	MONDO:0002718	central nervous system teratoma			1
Central_Precocious_Puberty	MONDO	MONDO:0019165	central precocious puberty			1
Central_Retinal_Artery_Occlusion	MONDO	MONDO:0001633	central retinal artery occlusion			1
Central_Serous_Chorioretinopathy	MONDO	MONDO:0018616	central serous chorioretinopathy			1
Centronuclear_Myopathy	MONDO	MONDO:0018947	centronuclear myopathy			1
Cerebellar_Ataxia-Hypogonadism_Syndrome	MONDO	MONDO:0008935	cerebellar ataxia-hypogonadism syndrome			1
Cerebellar_Ataxia_Intellectual_Disability_and_Dysequilibrium	MONDO	MONDO:0009133	cerebellar ataxia, intellectual disability, and dysequilibrium			1
Cerebral_Amyloid_Angiopathy	MONDO	MONDO:0005620	cerebral amyloid angiopathy			1
Cerebral_Cavernous_Malformation	MONDO	MONDO:0000820	cerebral cavernous malformation			1
Cerebral_Proliferative_Angiopathy	MONDO	MONDO:0979258	cerebral proliferative angiopathy			1
Cerebrotendinous_Xanthomatosis	MONDO	MONDO:0008948	cerebrotendinous xanthomatosis		exactMatch:1	1
Cernunnos-XLF_deficiency	MONDO	MONDO:0012650	Cernunnos-XLF deficiency			1
Cervical_Adenocarcinoma	MONDO	MONDO:0005153	cervical adenocarcinoma			1
Cervical_Artery_Dissection	MONDO	MONDO:0006061	cervical artery dissection			1
Cervical_Cancer	MONDO	MONDO:0002974	cervical cancer			1
Cervical_Squamous_Cell_Carcinoma	MONDO	MONDO:0006143	cervical squamous cell carcinoma			1
Chagas_Disease	MONDO	MONDO:0001444	Chagas disease			1
Charcot-Marie-Tooth_Disease	MONDO	MONDO:0015626	Charcot-Marie-Tooth disease			1
Charcot-Marie-Tooth_Disease_Type_1	MONDO	MONDO:0019011	Charcot-Marie-Tooth disease type 1			1
Charcot-Marie-Tooth_Disease_Type_2	MONDO	MONDO:0018993	Charcot-Marie-Tooth disease type 2			1
Charlevoix-Saguenay_spastic_ataxia	MONDO	MONDO:0010041	Charlevoix-Saguenay spastic ataxia			1
Chediak-Higashi_Syndrome	MONDO	MONDO:0008963	Chediak-Higashi syndrome			1
Chemotherapy_Induced_Diarrhea	MONDO	MONDO:0001673	diarrheal disease		closeMatch:1	2
Chemotherapy_Induced_Nausea_and_Vomiting	NO_TERM					
Chemotherapy_Induced_Neutropenia	MONDO	MONDO:0001475	neutropenia		closeMatch:1	1
Cherubism	MONDO	MONDO:0007315	cherubism			1
Chickenpox	MONDO	MONDO:0005700	chickenpox			1
Chikungunya	MONDO	MONDO:0017941	chikungunya			1
Childhood_Absence_Epilepsy	MONDO	MONDO:0010826	childhood absence epilepsy		exactMatch:1	1
Cholangiocarcinoma	MONDO	MONDO:0019087	cholangiocarcinoma			1
Cholera	MONDO	MONDO:0015766	cholera			1
Cholesteatoma	MONDO	MONDO:0006530	cholesteatoma			1
Cholesteryl_Ester_Storage_Disease	MONDO	MONDO:0019149	cholesteryl ester storage disease		exactMatch:1	1
Chondrodysplasia_Punctata_Tibial-metacarpal_Type	MONDO	MONDO:0007322	chondrodysplasia punctata, tibial-metacarpal type			1
Chondrosarcoma	MONDO	MONDO:0008977	chondrosarcoma		exactMatch:1	1
Chordoma	MONDO	MONDO:0008978	chordoma		exactMatch:1	1
Chorea-acanthocytosis	MONDO	MONDO:0008695	VPS13A-related neurodegenerative disease			1
Choroid_Plexus_Carcinoma	MONDO	MONDO:0016718	choroid plexus carcinoma		exactMatch:1	1
Chromoblastomycosis	MONDO	MONDO:0015908	chromomycosis			1
Chromosome_18p_Deletion_Syndrome	MONDO	MONDO:0007800	chromosome 18p deletion syndrome			1
Chromosome_18q_Deletion_Syndrome	MONDO	MONDO:0011147	chromosome 18q deletion syndrome			1
Chromosome_2q32-q33_Deletion_Syndrome	MONDO	MONDO:0012864	chromosome 2q32-q33 deletion syndrome			1
Chronic_Beryllium_Disease	MONDO	MONDO:0015274	chronic beryllium disease			1
Chronic_Granulomatous_Disease	MONDO	MONDO:0018305	chronic granulomatous disease			1
Chronic_Inflammatory_Demyelinating_Polyneuropathy	MONDO	MONDO:0006702	chronic inflammatory demyelinating polyradiculoneuropathy			1
Chronic_Intestinal_Pseudoobstruction	MONDO	MONDO:0017574	chronic intestinal pseudoobstruction			1
Chronic_Kidney_Disease	MONDO	MONDO:0005300	chronic kidney disease			1
Chronic_Lymphocytic_Leukemia	MONDO	MONDO:0004948	B-cell chronic lymphocytic leukemia			1
Chronic_Myeloid_Leukemia	MONDO	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	LABEL_DRIFT		1
Chronic_Myelomonocytic_Leukemia	MONDO	MONDO:0020311	chronic myelomonocytic leukemia		exactMatch:1	1
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	MONDO	MONDO:0850058	chronic neurovisceral acid sphingomyelinase deficiency		exactMatch:1	1
Chronic_Obstructive_Pulmonary_Disease	MONDO	MONDO:0005002	chronic obstructive pulmonary disease			1
Chronic_Pancreatitis	MONDO	MONDO:0005003	chronic pancreatitis			1
Chronic_Primary_Adrenal_Insufficiency	MONDO	MONDO:0015129	chronic primary adrenal insufficiency			1
Chronic_Traumatic_Encephalopathy	MONDO	MONDO:0043512	traumatic encephalopathy			1
Citrin_Deficiency	MONDO	MONDO:0016602	citrin deficiency			1
Citrullinemia_Type_I	MONDO	MONDO:0008988	citrullinemia type I			1
Classic_Familial_Adenomatous_Polyposis	MONDO	MONDO:0021055	classic familial adenomatous polyposis			1
Classic_Hodgkin_Lymphoma	MONDO	MONDO:0009348	classic Hodgkin lymphoma			1
Clear_Cell_Ovarian_Carcinoma	MONDO	MONDO:0000548	ovarian clear cell cancer		closeMatch:1,exactMatch:1	1
Clear_Cell_Renal_Cell_Carcinoma	MONDO	MONDO:0005005	clear cell renal carcinoma			1
Clear_Cell_Sarcoma	MONDO	MONDO:0002926	clear cell sarcoma			1
Cleft_Lip_Palate	MONDO	MONDO:0016044	cleft lip/palate			1
Cleidocranial_Dysplasia	MONDO	MONDO:0007340	cleidocranial dysplasia 1			1
Clostridioides_difficile_Infection	MONDO	MONDO:0000705	Clostridium difficile colitis			1
Clouston_Syndrome	MONDO	MONDO:0007510	Clouston syndrome			1
Coccidioidomycosis	MONDO	MONDO:0005706	coccidioidomycosis		exactMatch:1	1
Cockayne_Syndrome	MONDO	MONDO:0016006	Cockayne syndrome			1
Coffin-Lowry_Syndrome	MONDO	MONDO:0010561	Coffin-Lowry syndrome		exactMatch:1	1
Coffin_Siris_Syndrome	MONDO	MONDO:0015452	Coffin-Siris syndrome			1
Cogan_Syndrome	MONDO	MONDO:0015453	Cogan syndrome			1
Cole-Carpenter_Syndrome	MONDO	MONDO:0016085	Cole-Carpenter syndrome		exactMatch:1	1
Collagenous_Sprue	MONDO	MONDO:0044092	collagenous sprue			1
Colon_Adenocarcinoma	MONDO	MONDO:0002271	colon adenocarcinoma			1
Combined_Malonic_and_Methylmalonic_Aciduria	MONDO	MONDO:0013661	combined malonic and methylmalonic acidemia			1
Combined_Pituitary_Hormone_Deficiencies_Genetic_Form	MONDO	MONDO:0018762	non-acquired combined pituitary hormone deficiency			1
Combined_Saposin_Deficiency	MONDO	MONDO:0012719	combined PSAP deficiency		exactMatch:1	1
Common_Variable_Immunodeficiency	MONDO	MONDO:0015517	common variable immunodeficiency			1
Complete_Androgen_Insensitivity_Syndrome	MONDO	MONDO:0021023	complete androgen insensitivity syndrome		exactMatch:1	1
Complex_Hereditary_Spastic_Paraplegia	MONDO	MONDO:0015150	complex hereditary spastic paraplegia			1
Conduct_Disorder	MONDO	MONDO:0005352	conduct disorder			1
Congenital_Adrenal_Hyperplasia	MONDO	MONDO:0018479	congenital adrenal hyperplasia			1
Congenital_Dyserythropoietic_Anemia	MONDO	MONDO:0019403	congenital dyserythropoietic anemia			1
Congenital_Epulis	MONDO	MONDO:0015528	congenital epulis			1
Congenital_Hypofibrinogenemia	MONDO	MONDO:0015096	familial hypofibrinogenemia			1
Congenital_Hypothyroidism	MONDO	MONDO:0018612	congenital hypothyroidism			1
Congenital_Insensitivity_to_Pain	MONDO	MONDO:0015364	hereditary sensory and autonomic neuropathy			1
Congenital_Isolated_Hyperinsulinism	MONDO	MONDO:0019010	congenital isolated hyperinsulinism			1
Congenital_Lactase_Deficiency	MONDO	MONDO:0009115	congenital lactase deficiency			1
Congenital_Myasthenic_Syndrome	MONDO	MONDO:0018940	congenital myasthenic syndrome			1
Congenital_Pulmonary_Airway_Malformation	MONDO	MONDO:0016580	congenital pulmonary airway malformation			1
Congenital_Renal_Artery_Stenosis	MONDO	MONDO:0019993	congenital renal artery stenosis			1
Congenital_Sialidosis_Type_2	MONDO	MONDO:0019682	congenital sialidosis type 2		exactMatch:1	1
Congenital_Sucrase-Isomaltase_Deficiency	MONDO	MONDO:0009114	congenital sucrase-isomaltase deficiency			1
Congenital_Total_Pulmonary_Venous_Return_Anomaly	MONDO	MONDO:0007130	congenital total pulmonary venous return anomaly			1
Congenital_Zika_Syndrome	MONDO	MONDO:0000890	Zika virus congenital syndrome			1
Congestive_Splenomegaly	MONDO	MONDO:0037251	congestive splenomegaly			1
Contact_Dermatitis	MONDO	MONDO:0005480	contact dermatitis		exactMatch:1	1
Cor_Pulmonale	MONDO	MONDO:0004596	cor pulmonale			1
Core_Binding_Factor_AML	MONDO	MONDO:0015166	acute myeloid leukemia with t(8;21)(q22;q22) translocation			1
Cori_Forbes_Disease	MONDO	MONDO:0009291	glycogen storage disease III			1
Cornelia_de_Lange_Syndrome	MONDO	MONDO:0016033	Cornelia de Lange syndrome		exactMatch:1	1
Coronary_Arterial_Fistulas	MONDO	MONDO:0016081	coronary arterial fistulas			1
Coronary_Artery_Congenital_Malformation	MONDO	MONDO:0015203	coronary artery congenital malformation			1
Coronary_Artery_Disease	MONDO	MONDO:0021661	coronary atherosclerosis			1
Coronary_Vasospasm	MONDO	MONDO:0005356	coronary vasospasm			1
Cortisone_Reductase_Deficiency	MONDO	MONDO:0000193	cortisone reductase deficiency		exactMatch:1	1
Costello_Syndrome	MONDO	MONDO:0009026	Costello syndrome			1
Cough_Variant_Asthma	MONDO	MONDO:0001491	cough variant asthma			1
Cowden_Syndrome	MONDO	MONDO:0016063	Cowden disease			1
Cranioectodermal_Dysplasia	MONDO	MONDO:0009032	cranioectodermal dysplasia			1
Craniopharyngioma	MONDO	MONDO:0018907	craniopharyngioma			1
Creatine_Transporter_Deficiency	MONDO	MONDO:0010305	creatine transporter deficiency			1
Crohn_Disease	MONDO	MONDO:0005011	Crohn disease			1
Cronkhite-Canada_syndrome	MONDO	MONDO:0008283	Cronkhite-Canada syndrome			1
Crouzon_Syndrome	MONDO	MONDO:0007405	Crouzon syndrome			1
Crouzon_Syndrome_with_Acanthosis_Nigricans	MONDO	MONDO:0012833	Crouzon syndrome-acanthosis nigricans syndrome			1
Cryoglobulinemic_Vasculitis	MONDO	MONDO:0007407	Cryoglobulinemic vasculitis			1
Cushings_Syndrome	MONDO	MONDO:0018912	Cushing syndrome			1
Cutaneous_Collagenous_Vasculopathy	MONDO	MONDO:0017242	cutaneous collagenous vasculopathy			1
Cutaneous_Larva_Migrans	MONDO	MONDO:0018500	cutaneous larva migrans			1
Cutaneous_Squamous_Cell_Carcinoma	MONDO	MONDO:0002529	skin squamous cell carcinoma			1
Cyclosporiasis	MONDO	MONDO:0005725	cyclosporiasis			1
Cystic_Echinococcosis	MONDO	MONDO:0018408	cystic echinococcosis			1
Cystic_Fibrosis	MONDO	MONDO:0009061	cystic fibrosis		exactMatch:1	1
Cystinosis	MONDO	MONDO:0016239	cystinosis		exactMatch:1	1
Cystinuria	MONDO	MONDO:0009067	cystinuria		exactMatch:1	1
Cytomegalovirus_Retinitis	MONDO	MONDO:0000878	cytomegalovirus retinitis		exactMatch:1	1
D-2-Hydroxyglutaric_Aciduria	MONDO	MONDO:0010924	D-2-hydroxyglutaric aciduria			1
D-Bifunctional_Protein_Deficiency	MONDO	MONDO:0009855	d-bifunctional protein deficiency		exactMatch:1	1
DECR_Deficiency	MONDO	MONDO:0014464	progressive encephalopathy with leukodystrophy due to DECR deficiency			1
DEPDC5-Related_Epilepsy	MONDO	MONDO:0005384	focal epilepsy			1
DK1-congenital_disorder_of_glycosylation	MONDO	MONDO:0012556	DK1-congenital disorder of glycosylation			1
DNM1_Encephalopathy	MONDO	MONDO:0014598	developmental and epileptic encephalopathy, 31A			1
DOORS_Syndrome	MONDO	MONDO:0009079	DOORS syndrome			1
DSP_Cardiomyopathy	MONDO	MONDO:0011831	arrhythmogenic right ventricular dysplasia 8			1
DYRK1A_Syndrome	MONDO	MONDO:0013578	DYRK1A-related intellectual disability syndrome			1
Dacryocystitis-Osteopoikilosis_Syndrome	MONDO	MONDO:0008158	dacryocystitis-osteopoikilosis syndrome			1
Danon_disease	MONDO	MONDO:0010281	Danon disease			1
DeSanto-Shinawi_Syndrome	MONDO	MONDO:0018760	DeSanto-Shinawi syndrome		exactMatch:1	1
Deafness-Lymphedema-Leukemia_Syndrome	MONDO	MONDO:0013540	deafness-lymphedema-leukemia syndrome			1
Deficiency_of_Adenosine_Deaminase_2	MONDO	MONDO:0014306	deficiency of adenosine deaminase 2			1
Delayed_Sleep_Phase_Syndrome	MONDO	MONDO:0024377	circadian rhythm sleep disorder, delayed sleep phase type			1
Delpire-McNeill_Syndrome	MONDO	MONDO:0033667	Delpire-McNeill syndrome			1
Dementia_with_Lewy_Bodies	MONDO	MONDO:0007488	Lewy body dementia			1
Dengue	MONDO	MONDO:0005502	dengue disease			1
Dental_Caries	MONDO	MONDO:0005276	dental caries			1
Dental_Fluorosis	MONDO	MONDO:0006722	dental fluorosis			1
Dentatorubral-Pallidoluysian_Atrophy	MONDO	MONDO:0007435	dentatorubral-pallidoluysian atrophy			1
Dentici-Novelli_neurodevelopmental_syndrome	MONDO	MONDO:0859251	Dentici-Novelli neurodevelopmental syndrome			1
Dermatofibrosarcoma_Protuberans	MONDO	MONDO:0011934	dermatofibrosarcoma protuberans			1
Dermatomyositis	MONDO	MONDO:0016367	dermatomyositis			1
Dermoid_Cyst	MONDO	MONDO:0002378	dermoid cyst			1
Desmoplastic_Small_Round_Cell_Tumor	MONDO	MONDO:0019373	desmoplastic small round cell tumor			1
Dextro_Transposition_of_the_Great_Arteries	MONDO	MONDO:0019443	dextro-looped transposition of the great arteries			1
Diabetes_Mellitus	MONDO	MONDO:0005015	diabetes mellitus			2
Diabetic_Retinopathy	MONDO	MONDO:0005266	diabetic retinopathy			1
Diamond-Blackfan_Anemia	MONDO	MONDO:0015253	Diamond-Blackfan anemia			1
Diastrophic_Dysplasia	MONDO	MONDO:0009107	diastrophic dysplasia			1
Dientamoebiasis	MONDO	MONDO:0024608	dientamoebiasis			1
Dieulafoy_Lesion	MONDO	MONDO:0001427	Dieulafoy lesion			1
Diffuse_Astrocytoma	MONDO	MONDO:0016686	diffuse astrocytoma			1
Diffuse_Large_B_Cell_Lymphoma	MONDO	MONDO:0018905	diffuse large B-cell lymphoma			1
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	MONDO	MONDO:0010962	diffuse nonepidermolytic palmoplantar keratoderma		exactMatch:1	1
Dilated_Cardiomyopathy	MONDO	MONDO:0005021	dilated cardiomyopathy			1
Dimethylglycine_Dehydrogenase_Deficiency	MONDO	MONDO:0011610	dimethylglycine dehydrogenase deficiency		exactMatch:1	1
Disorder_of_Catecholamine_Synthesis	MONDO	MONDO:0017759	disorder of catecholamine synthesis			1
Dissociative_Identity_Disorder	MONDO	MONDO:0001159	multiple personality disorder			1
Distal_Hereditary_Motor_Neuronopathy_Autosomal_Dominant	MONDO	MONDO:0015362	neuronopathy, distal hereditary motor, autosomal dominant			1
Distal_Hereditary_Motor_Neuronopathy_Autosomal_Recessive	MONDO	MONDO:0015363	neuronopathy, distal hereditary motor, autosomal recessive			1
Donnai-Barrow_syndrome	MONDO	MONDO:0009104	Donnai-Barrow syndrome			1
Dopa_Responsive_Dystonia	MONDO	MONDO:0016812	dopa-responsive dystonia			1
Dorfman_Chanarin_Disease	MONDO	MONDO:0010155	Dorfman-Chanarin disease		exactMatch:1	1
Dorsalgia	MONDO	MONDO:0000001	disease			1
Down_syndrome	MONDO	MONDO:0008608	Down syndrome			1
Dracunculiasis	MONDO	MONDO:0016472	dracunculiasis			1
Dravet_syndrome	MONDO	MONDO:0100135	Dravet syndrome		exactMatch:1	1
Drug_or_Toxin-Induced_Pulmonary_Arterial_Hypertension	MONDO	MONDO:0017149	drug- or toxin-induced pulmonary arterial hypertension			1
Duane_Radial_Ray_Syndrome	MONDO	MONDO:0011812	Duane-radial ray syndrome			1
Duane_Retraction_Syndrome	MONDO	MONDO:0007473	Duane retraction syndrome			1
Duchenne_Muscular_Dystrophy	MONDO	MONDO:0010679	Duchenne muscular dystrophy		exactMatch:1	1
Dupuytrens_Contracture	MONDO	MONDO:0006345	palmar fibromatosis			1
Dysembryoplastic_Neuroepithelial_Tumor	MONDO	MONDO:0005505	dysembryoplastic neuroepithelial tumor			1
Dyskeratosis_Congenita	MONDO	MONDO:0015780	dyskeratosis congenita			1
Dyslexia	MONDO	MONDO:0005489	dyslexia			1
Dystroglycanopathy	MONDO	MONDO:0018276	muscular dystrophy-dystroglycanopathy			1
Dystrophic_Epidermolysis_Bullosa	MONDO	MONDO:0006543	epidermolysis bullosa dystrophica		exactMatch:1	1
EAST_Syndrome	MONDO	MONDO:0013005	EAST syndrome			1
EBV_Associated_Gastric_Cancer	MONDO	MONDO:0001056	gastric cancer			2
ECHS1_Deficiency	MONDO	MONDO:0014563	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency			1
EDARADD_Hypohidrotic_Ectodermal_Dysplasia	MONDO	MONDO:0013983	ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive			1
EDAR_Hypohidrotic_Ectodermal_Dysplasia	MONDO	MONDO:0016535	hypohidrotic ectodermal dysplasia			1
EDN3_EDNRB_Waardenburg_Shah	MONDO	MONDO:0019518	Waardenburg-Shah syndrome			1
EEFSEC_Deficiency	NO_TERM					
EFL1-related_Shwachman-Diamond_syndrome	MONDO	MONDO:0044205	Shwachman-Diamond syndrome 2			1
EGFR_Mutant_NSCLC	MONDO	MONDO:0005061	lung adenocarcinoma			5
EML1_Ribbon_Heterotopia	MONDO	MONDO:0020491	subcortical band heterotopia			1
ER_Positive_Breast_Cancer	MONDO	MONDO:0006512	estrogen-receptor positive breast cancer		narrowMatch:1	1
EYS_Related_Retinitis_Pigmentosa	MONDO	MONDO:0011272	retinitis pigmentosa 25			1
Ebola_Virus_Disease_EVD	MONDO	MONDO:0005737	Ebola hemorrhagic fever			1
Ectodermal_Dysplasia_and_Immunodeficiency_2	MONDO	MONDO:0012806	ectodermal dysplasia and immunodeficiency 2			1
Ehlers-Danlos_Syndrome	MONDO	MONDO:0020066	Ehlers-Danlos syndrome			1
Ehlers-Danlos_Syndrome_COL5A1-related	MONDO	MONDO:0007522	Ehlers-Danlos syndrome, classic type			1
Ellis-van_Creveld_Syndrome	MONDO	MONDO:0009162	Ellis-van Creveld syndrome			1
Elsahy-Waters_Syndrome	MONDO	MONDO:0008885	Elsahy-Waters syndrome			1
Embryonal_Rhabdomyosarcoma	MONDO	MONDO:0009993	embryonal rhabdomyosarcoma			1
Emery_Dreifuss_Muscular_Dystrophy	MONDO	MONDO:0016830	Emery-Dreifuss muscular dystrophy			1
Empty_Nose_Syndrome	MONDO	MONDO:1060148	empty nose syndrome			1
Encephalocraniocutaneous_Lipomatosis	MONDO	MONDO:0013074	encephalocraniocutaneous lipomatosis			1
Endometrial_Carcinoma	MONDO	MONDO:0002447	endometrial carcinoma			1
Endometrial_Endometrioid_Adenocarcinoma	MONDO	MONDO:0006192	endometrial endometrioid adenocarcinoma		exactMatch:1	1
Endometriosis	MONDO	MONDO:0005133	endometriosis			1
Enhanced_S-Cone_Syndrome	MONDO	MONDO:0100288	enhanced S-cone syndrome			1
Eosinophilic_Esophagitis	MONDO	MONDO:0005361	eosinophilic esophagitis			1
Eosinophilic_Fasciitis	MONDO	MONDO:0009175	eosinophilic fasciitis		exactMatch:1	1
Eosinophilic_Granulomatosis_with_Polyangiitis	MONDO	MONDO:0015943	eosinophilic granulomatosis with polyangiitis			1
Epidermolysis_Bullosa	MONDO	MONDO:0006541	epidermolysis bullosa		exactMatch:1	1
Epidermolysis_Bullosa_Simplex	MONDO	MONDO:0017610	epidermolysis bullosa simplex		exactMatch:1	1
Epilepsy	MONDO	MONDO:0005027	epilepsy			1
Epilepsy_of_Infancy_with_Migrating_Focal_Seizures	MONDO	MONDO:0017385	malignant migrating partial seizures of infancy		exactMatch:1	1
Epilepsy_with_Myoclonic_Atonic_Seizures	MONDO	MONDO:0014633	epilepsy with myoclonic atonic seizures		exactMatch:1	2
Episodic_Ataxia	MONDO	MONDO:0016227	hereditary episodic ataxia			1
Epithelioid_Sarcoma	MONDO	MONDO:0017387	epithelioid sarcoma		exactMatch:1	1
Erdheim-Chester_Disease	MONDO	MONDO:0018153	Erdheim-Chester disease			1
Erythrokeratodermia_Variabilis	MONDO	MONDO:0017851	erythrokeratodermia variabilis			1
Erythropoietic_Protoporphyria	MONDO	MONDO:0001676	erythropoietic protoporphyria			1
Esophageal_Adenocarcinoma	MONDO	MONDO:0005028	esophageal adenocarcinoma			1
Esophageal_Atresia	MONDO	MONDO:0001044	esophageal atresia			1
Esophageal_Carcinoma	MONDO	MONDO:0019086	carcinoma of esophagus			1
Esophageal_Squamous_Cell_Carcinoma	MONDO	MONDO:0005580	esophageal squamous cell carcinoma			1
Essential_Hypertension	MONDO	MONDO:0001134	essential hypertension			1
Essential_Thrombocythemia	MONDO	MONDO:0005029	essential thrombocythemia			1
Essential_Tremor	MONDO	MONDO:0003233	essential tremor		exactMatch:1	1
Ethylmalonic_Encephalopathy	MONDO	MONDO:0011229	ethylmalonic encephalopathy		exactMatch:1	1
Ewing_Sarcoma	MONDO	MONDO:0012817	Ewing sarcoma			1
