descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
4408	4890	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	0	Meckel syndrome, type 1		subtype_term	subtype_term	$	Meckel syndrome, type 1		Meckel syndrome, type 1	MONDO:0009571	Meckel syndrome, type 1		"{""preferred_term"": ""Meckel syndrome, type 1"", ""term"": {""id"": ""MONDO:0009571"", ""label"": ""Meckel syndrome, type 1""}}"																											
4409	4891	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	1	Meckel syndrome, type 2		subtype_term	subtype_term	$	Meckel syndrome, type 2		Meckel syndrome, type 2	MONDO:0011296	Meckel syndrome, type 2		"{""preferred_term"": ""Meckel syndrome, type 2"", ""term"": {""id"": ""MONDO:0011296"", ""label"": ""Meckel syndrome, type 2""}}"																											
4410	4892	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	2	Meckel syndrome, type 3		subtype_term	subtype_term	$	Meckel syndrome, type 3		Meckel syndrome, type 3	MONDO:0011821	Meckel syndrome, type 3		"{""preferred_term"": ""Meckel syndrome, type 3"", ""term"": {""id"": ""MONDO:0011821"", ""label"": ""Meckel syndrome, type 3""}}"																											
4411	4893	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	3	Meckel syndrome, type 4		subtype_term	subtype_term	$	Meckel syndrome, type 4		Meckel syndrome, type 4	MONDO:0012626	Meckel syndrome, type 4		"{""preferred_term"": ""Meckel syndrome, type 4"", ""term"": {""id"": ""MONDO:0012626"", ""label"": ""Meckel syndrome, type 4""}}"																											
4412	4894	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	4	Meckel syndrome, type 5		subtype_term	subtype_term	$	Meckel syndrome, type 5		Meckel syndrome, type 5	MONDO:0012695	Meckel syndrome, type 5		"{""preferred_term"": ""Meckel syndrome, type 5"", ""term"": {""id"": ""MONDO:0012695"", ""label"": ""Meckel syndrome, type 5""}}"																											
4413	4895	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	5	Meckel syndrome, type 6		subtype_term	subtype_term	$	Meckel syndrome, type 6		Meckel syndrome, type 6	MONDO:0012848	Meckel syndrome, type 6		"{""preferred_term"": ""Meckel syndrome, type 6"", ""term"": {""id"": ""MONDO:0012848"", ""label"": ""Meckel syndrome, type 6""}}"																											
4414	4896	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	6	Meckel syndrome, type 8		subtype_term	subtype_term	$	Meckel syndrome, type 8		Meckel syndrome, type 8	MONDO:0013482	Meckel syndrome, type 8		"{""preferred_term"": ""Meckel syndrome, type 8"", ""term"": {""id"": ""MONDO:0013482"", ""label"": ""Meckel syndrome, type 8""}}"																											
4415	4897	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	7	Meckel syndrome, type 9		subtype_term	subtype_term	$	Meckel syndrome, type 9		Meckel syndrome, type 9	MONDO:0013630	Meckel syndrome, type 9		"{""preferred_term"": ""Meckel syndrome, type 9"", ""term"": {""id"": ""MONDO:0013630"", ""label"": ""Meckel syndrome, type 9""}}"																											
4416	4898	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	8	Meckel syndrome, type 10		subtype_term	subtype_term	$	Meckel syndrome, type 10		Meckel syndrome, type 10	MONDO:0013609	Meckel syndrome, type 10		"{""preferred_term"": ""Meckel syndrome, type 10"", ""term"": {""id"": ""MONDO:0013609"", ""label"": ""Meckel syndrome, type 10""}}"																											
4417	4899	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	9	Meckel syndrome, type 11		subtype_term	subtype_term	$	Meckel syndrome, type 11		Meckel syndrome, type 11	MONDO:0014164	Meckel syndrome, type 11		"{""preferred_term"": ""Meckel syndrome, type 11"", ""term"": {""id"": ""MONDO:0014164"", ""label"": ""Meckel syndrome, type 11""}}"																											
4418	4900	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	10	Meckel syndrome 13		subtype_term	subtype_term	$	Meckel syndrome 13		Meckel syndrome 13	MONDO:0033044	Meckel syndrome 13		"{""preferred_term"": ""Meckel syndrome 13"", ""term"": {""id"": ""MONDO:0033044"", ""label"": ""Meckel syndrome 13""}}"																											
4419	4901	206	Meckel Syndrome	Meckel_Syndrome.yaml	has_subtypes	11	Meckel syndrome 14		subtype_term	subtype_term	$	Meckel syndrome 14		meckel syndrome 14	MONDO:0030819	meckel syndrome 14		"{""preferred_term"": ""meckel syndrome 14"", ""term"": {""id"": ""MONDO:0030819"", ""label"": ""meckel syndrome 14""}}"																											
5095	5610	236	Noonan Syndrome	Noonan_Syndrome.yaml	has_subtypes	0	Noonan Syndrome 1 (PTPN11-related)	Most common form caused by PTPN11 mutations, accounting for approximately 50% of cases.	subtype_term	subtype_term	$	Noonan Syndrome 1 (PTPN11-related)	Most common form caused by PTPN11 mutations, accounting for approximately 50% of cases.	Noonan syndrome 1	MONDO:0008104	Noonan syndrome 1		"{""preferred_term"": ""Noonan syndrome 1"", ""term"": {""id"": ""MONDO:0008104"", ""label"": ""Noonan syndrome 1""}}"																											
5096	5611	236	Noonan Syndrome	Noonan_Syndrome.yaml	has_subtypes	1	Noonan Syndrome with Multiple Lentigines	Formerly known as LEOPARD syndrome, characterized by lentigines and hypertrophic cardiomyopathy.	subtype_term	subtype_term	$	Noonan Syndrome with Multiple Lentigines	Formerly known as LEOPARD syndrome, characterized by lentigines and hypertrophic cardiomyopathy.	Noonan syndrome with multiple lentigines	MONDO:0007893	Noonan syndrome with multiple lentigines		"{""preferred_term"": ""Noonan syndrome with multiple lentigines"", ""term"": {""id"": ""MONDO:0007893"", ""label"": ""Noonan syndrome with multiple lentigines""}}"																											
5953	6573	280	Pulmonary_hypertension	Pulmonary_hypertension.yaml	has_subtypes	0	Pulmonary Arterial Hypertension (PAH)	A type of pulmonary hypertension characterized by high blood pressure in the arteries that supply the lungs, often idiopathic or associated with other conditions.	subtype_term	subtype_term	$	Pulmonary Arterial Hypertension (PAH)	A type of pulmonary hypertension characterized by high blood pressure in the arteries that supply the lungs, often idiopathic or associated with other conditions.	pulmonary arterial hypertension	MONDO:0015924	pulmonary arterial hypertension		"{""preferred_term"": ""pulmonary arterial hypertension"", ""term"": {""id"": ""MONDO:0015924"", ""label"": ""pulmonary arterial hypertension""}}"																											
