disease_name,disease_id,claim_type,claim_class,source_path,claim_kind,claim_text,subject_label,subject_id,predicate_label,predicate_id,object_label,object_id,qualifier_name,qualifier_value,qualifier_value_id,qualifiers_json,is_subclaim,qualifier_evidence_missing,evidence_reference,evidence_reference_title,evidence_supports,evidence_source,evidence_snippet,evidence_explanation
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[1],qualified,Asthma has phenotype Coughing with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Coughing,HP:0012735,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:36543577,Chronic cough.,SUPPORT,,"Chronic cough is associated with poor quality of life and can negatively affect quality of life. Diseases causing chronic cough are most commonly asthma, eosinophilic bronchitis, gastroesophageal reflux, post-nasal drip syndrome, rhinosinusitis, chronic obstructive pulmonary disease, pulmonary fibrosis, and bronchiectasis.","The reference supports the association of chronic cough with asthma, aligning with the statement that coughing is a common phenotype in asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[2],base,Asthma has phenotype Breathlessness,Asthma,MONDO:0004979,has phenotype,phenotypes,Breathlessness,,,,,,False,False,PMID:34610625,Underlying conditions contributing to breathlessness in the population.,SUPPORT,,"Respiratory diseases were the main underlying condition (40-57%), of which asthma was the most common (approx. 25%), and chronic obstructive pulmonary disease was particularly strongly associated with breathlessness.","The reference indicates that respiratory diseases, including asthma, are a common underlying condition for breathlessness. This supports the categorization of breathlessness as a common respiratory phenotype of asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[2],qualified,Asthma has phenotype Breathlessness with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Breathlessness,,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:34610625,Underlying conditions contributing to breathlessness in the population.,SUPPORT,,"Respiratory diseases were the main underlying condition (40-57%), of which asthma was the most common (approx. 25%), and chronic obstructive pulmonary disease was particularly strongly associated with breathlessness.","The reference indicates that respiratory diseases, including asthma, are a common underlying condition for breathlessness. This supports the categorization of breathlessness as a common respiratory phenotype of asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[2],qualified,Asthma has phenotype Breathlessness with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Breathlessness,,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:34610625,Underlying conditions contributing to breathlessness in the population.,SUPPORT,,"Respiratory diseases were the main underlying condition (40-57%), of which asthma was the most common (approx. 25%), and chronic obstructive pulmonary disease was particularly strongly associated with breathlessness.","The reference indicates that respiratory diseases, including asthma, are a common underlying condition for breathlessness. This supports the categorization of breathlessness as a common respiratory phenotype of asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],base,Asthma has phenotype Chest Tightness,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,,,,,False,False,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"CONCLUSIONS: Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The literature indicates that chest tightness is among the most common symptoms of asthma, supporting the statement that chest tightness is a frequent phenotype of respiratory symptoms in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],base,Asthma has phenotype Chest Tightness,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,,,,,False,False,PMID:36292755,The Genetic Factors of the Airway Epithelium Associated with the Pathology of Asthma.,SUPPORT,,"Asthma is a chronic disease of the airways characterized by inflammation, tightened muscles, and thickened airway walls leading to symptoms such as shortness of breath, chest tightness, and cough in patients.","This article confirms that chest tightness is a common symptom of asthma, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],base,Asthma has phenotype Chest Tightness,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,,,,,False,False,PMID:3595047,"Chest pain, dyspnea on exertion, and exercise induced asthma in children and adolescents.",SUPPORT,,IMPLICATIONS: exercise-induced asthma should be considered in pediatric patients with symptoms of chest pain or dyspnea on exertion.,"Exercise-induced asthma includes symptoms like chest pain, which is related to chest tightness, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],base,Asthma has phenotype Chest Tightness,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,,,,,False,False,PMID:19463209,Surfer's asthma.,SUPPORT,,"We present the case of a 42-year-old man with a 2-year history of wheezing, chest tightness, and upper respiratory symptoms.","This case study highlights chest tightness as a symptom, supporting the statement as it shows chest tightness is a common feature in asthma triggered by recreational activities."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"CONCLUSIONS: Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The literature indicates that chest tightness is among the most common symptoms of asthma, supporting the statement that chest tightness is a frequent phenotype of respiratory symptoms in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:36292755,The Genetic Factors of the Airway Epithelium Associated with the Pathology of Asthma.,SUPPORT,,"Asthma is a chronic disease of the airways characterized by inflammation, tightened muscles, and thickened airway walls leading to symptoms such as shortness of breath, chest tightness, and cough in patients.","This article confirms that chest tightness is a common symptom of asthma, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:3595047,"Chest pain, dyspnea on exertion, and exercise induced asthma in children and adolescents.",SUPPORT,,IMPLICATIONS: exercise-induced asthma should be considered in pediatric patients with symptoms of chest pain or dyspnea on exertion.,"Exercise-induced asthma includes symptoms like chest pain, which is related to chest tightness, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:19463209,Surfer's asthma.,SUPPORT,,"We present the case of a 42-year-old man with a 2-year history of wheezing, chest tightness, and upper respiratory symptoms.","This case study highlights chest tightness as a symptom, supporting the statement as it shows chest tightness is a common feature in asthma triggered by recreational activities."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"CONCLUSIONS: Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The literature indicates that chest tightness is among the most common symptoms of asthma, supporting the statement that chest tightness is a frequent phenotype of respiratory symptoms in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:36292755,The Genetic Factors of the Airway Epithelium Associated with the Pathology of Asthma.,SUPPORT,,"Asthma is a chronic disease of the airways characterized by inflammation, tightened muscles, and thickened airway walls leading to symptoms such as shortness of breath, chest tightness, and cough in patients.","This article confirms that chest tightness is a common symptom of asthma, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:3595047,"Chest pain, dyspnea on exertion, and exercise induced asthma in children and adolescents.",SUPPORT,,IMPLICATIONS: exercise-induced asthma should be considered in pediatric patients with symptoms of chest pain or dyspnea on exertion.,"Exercise-induced asthma includes symptoms like chest pain, which is related to chest tightness, supporting the statement."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[3],qualified,Asthma has phenotype Chest Tightness with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Chest Tightness,HP:0031352,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:19463209,Surfer's asthma.,SUPPORT,,"We present the case of a 42-year-old man with a 2-year history of wheezing, chest tightness, and upper respiratory symptoms.","This case study highlights chest tightness as a symptom, supporting the statement as it shows chest tightness is a common feature in asthma triggered by recreational activities."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],base,Asthma has phenotype Rapid Breathing,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,,,,,False,False,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study mentions breathlessness as a common symptom of asthma, which can be associated with rapid breathing, especially during an asthma attack."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],base,Asthma has phenotype Rapid Breathing,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,,,,,False,False,PMID:27576231,Respiratory Conditions Update: Asthma.,SUPPORT,,"Asthma is a chronic respiratory disease characterized by chronic airway inflammation and variable expiratory airflow limitation. Related clinical features include wheezing, dyspnea, chest tightness, and cough that worsens at night or in the early morning, and that varies over time and in intensity.","Dyspnea, which is mentioned as a related clinical feature of asthma, can be associated with rapid breathing."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],qualified,Asthma has phenotype Rapid Breathing with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study mentions breathlessness as a common symptom of asthma, which can be associated with rapid breathing, especially during an asthma attack."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],qualified,Asthma has phenotype Rapid Breathing with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:27576231,Respiratory Conditions Update: Asthma.,SUPPORT,,"Asthma is a chronic respiratory disease characterized by chronic airway inflammation and variable expiratory airflow limitation. Related clinical features include wheezing, dyspnea, chest tightness, and cough that worsens at night or in the early morning, and that varies over time and in intensity.","Dyspnea, which is mentioned as a related clinical feature of asthma, can be associated with rapid breathing."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],qualified,Asthma has phenotype Rapid Breathing with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study mentions breathlessness as a common symptom of asthma, which can be associated with rapid breathing, especially during an asthma attack."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[4],qualified,Asthma has phenotype Rapid Breathing with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Rapid Breathing,,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:27576231,Respiratory Conditions Update: Asthma.,SUPPORT,,"Asthma is a chronic respiratory disease characterized by chronic airway inflammation and variable expiratory airflow limitation. Related clinical features include wheezing, dyspnea, chest tightness, and cough that worsens at night or in the early morning, and that varies over time and in intensity.","Dyspnea, which is mentioned as a related clinical feature of asthma, can be associated with rapid breathing."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[5],base,Asthma has phenotype Cyanosis,Asthma,MONDO:0004979,has phenotype,phenotypes,Cyanosis,HP:0000961,,,,,False,False,PMID:29601558,[Differentiation of dyspnea in patients with asthma and lung sarcoidosis].,PARTIAL,,"Dyspnea as a subjective feeling of lack of air is the patients with the pathology of the respiratory system. Objectivization of this phenomenon is difficult, despite the introduction of questionnaires about the degree of dyspnoea. The results of these assessments do not always correlate with the results of spirometric tests. In patients with asthma, dyspnoea is caused by airway obstruction.","While this reference discusses dyspnea in asthma patients, it does not explicitly mention cyanosis. However, dyspnea and airway obstruction could potentially lead to cyanosis in severe cases."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[5],qualified,Asthma has phenotype Cyanosis with category respiratory,Asthma,MONDO:0004979,has phenotype,phenotypes,Cyanosis,HP:0000961,category,Respiratory,,"{""category"": {""id"": """", ""value"": ""Respiratory""}}",True,True,PMID:29601558,[Differentiation of dyspnea in patients with asthma and lung sarcoidosis].,PARTIAL,,"Dyspnea as a subjective feeling of lack of air is the patients with the pathology of the respiratory system. Objectivization of this phenomenon is difficult, despite the introduction of questionnaires about the degree of dyspnoea. The results of these assessments do not always correlate with the results of spirometric tests. In patients with asthma, dyspnoea is caused by airway obstruction.","While this reference discusses dyspnea in asthma patients, it does not explicitly mention cyanosis. However, dyspnea and airway obstruction could potentially lead to cyanosis in severe cases."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[5],qualified,Asthma has phenotype Cyanosis with frequency occasional,Asthma,MONDO:0004979,has phenotype,phenotypes,Cyanosis,HP:0000961,frequency,OCCASIONAL,HP:0040283,"{""frequency"": {""id"": ""HP:0040283"", ""value"": ""OCCASIONAL""}}",True,True,PMID:29601558,[Differentiation of dyspnea in patients with asthma and lung sarcoidosis].,PARTIAL,,"Dyspnea as a subjective feeling of lack of air is the patients with the pathology of the respiratory system. Objectivization of this phenomenon is difficult, despite the introduction of questionnaires about the degree of dyspnoea. The results of these assessments do not always correlate with the results of spirometric tests. In patients with asthma, dyspnoea is caused by airway obstruction.","While this reference discusses dyspnea in asthma patients, it does not explicitly mention cyanosis. However, dyspnea and airway obstruction could potentially lead to cyanosis in severe cases."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],base,Asthma has phenotype Fatigue,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,,,,,False,False,PMID:33783133,Fatigue: A forgotten symptom of asthma.,SUPPORT,,"Fatigue as a symptom is common in asthmatic patients and correlates with asthma-related quality of life, asthma control, dyspnea, depression and anxiety.","The study indicates that fatigue is a common symptom in asthmatic patients and is associated with various aspects of asthma, supporting the statement that fatigue is frequent in asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],base,Asthma has phenotype Fatigue,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,,,,,False,False,PMID:33783133,Fatigue: A forgotten symptom of asthma.,PARTIAL,,"Future studies are needed to better understand the physical, psychological, behavioural and systemic factors that precipitate or perpetuate fatigue in asthma.","While the study supports the association of fatigue with asthma, it does not explicitly confirm that the increased work of breathing and sleep disturbance are the causes of fatigue, hence the partial support."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],qualified,Asthma has phenotype Fatigue with category systemic,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,category,Systemic,,"{""category"": {""id"": """", ""value"": ""Systemic""}}",True,True,PMID:33783133,Fatigue: A forgotten symptom of asthma.,SUPPORT,,"Fatigue as a symptom is common in asthmatic patients and correlates with asthma-related quality of life, asthma control, dyspnea, depression and anxiety.","The study indicates that fatigue is a common symptom in asthmatic patients and is associated with various aspects of asthma, supporting the statement that fatigue is frequent in asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],qualified,Asthma has phenotype Fatigue with category systemic,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,category,Systemic,,"{""category"": {""id"": """", ""value"": ""Systemic""}}",True,True,PMID:33783133,Fatigue: A forgotten symptom of asthma.,PARTIAL,,"Future studies are needed to better understand the physical, psychological, behavioural and systemic factors that precipitate or perpetuate fatigue in asthma.","While the study supports the association of fatigue with asthma, it does not explicitly confirm that the increased work of breathing and sleep disturbance are the causes of fatigue, hence the partial support."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],qualified,Asthma has phenotype Fatigue with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:33783133,Fatigue: A forgotten symptom of asthma.,SUPPORT,,"Fatigue as a symptom is common in asthmatic patients and correlates with asthma-related quality of life, asthma control, dyspnea, depression and anxiety.","The study indicates that fatigue is a common symptom in asthmatic patients and is associated with various aspects of asthma, supporting the statement that fatigue is frequent in asthma."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[6],qualified,Asthma has phenotype Fatigue with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Fatigue,HP:0012378,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:33783133,Fatigue: A forgotten symptom of asthma.,PARTIAL,,"Future studies are needed to better understand the physical, psychological, behavioural and systemic factors that precipitate or perpetuate fatigue in asthma.","While the study supports the association of fatigue with asthma, it does not explicitly confirm that the increased work of breathing and sleep disturbance are the causes of fatigue, hence the partial support."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],base,Asthma has phenotype Exercise Intolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,,,,,False,False,PMID:8088098,Asthma and exercise.,SUPPORT,,"Given sufficient exercise intensity, exercise can trigger acute exacerbations in virtually all individuals with asthma.","The literature indicates that exercise can trigger asthma symptoms in individuals with asthma, supporting the statement that exercise intolerance is frequent in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],base,Asthma has phenotype Exercise Intolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,,,,,False,False,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study highlights that physical activity can exacerbate asthma symptoms such as wheezing and breathlessness, indicating exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],base,Asthma has phenotype Exercise Intolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,,,,,False,False,PMID:34536613,Self-Reported Physical Activity and Asthma Risk in Children.,SUPPORT,,PA can trigger asthma symptoms.,"The literature confirms that physical activity can trigger asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],base,Asthma has phenotype Exercise Intolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,,,,,False,False,PMID:20472861,"Physical activity, lung function, and shortness of breath in the daily life of individuals with asthma.",SUPPORT,,Exercise can trigger later bronchoconstriction in many patients.,"The literature indicates that exercise can lead to bronchoconstriction, which supports the statement about exercise intolerance in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],base,Asthma has phenotype Exercise Intolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,,,,,False,False,PMID:32280032,Cardiopulmonary exercise testing in patients with asthma: What is its clinical value?,SUPPORT,,Asthma symptoms can be triggered or magnified during exertion.,"The literature confirms that exertion can trigger or magnify asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with category activity,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,category,Activity,,"{""category"": {""id"": """", ""value"": ""Activity""}}",True,True,PMID:8088098,Asthma and exercise.,SUPPORT,,"Given sufficient exercise intensity, exercise can trigger acute exacerbations in virtually all individuals with asthma.","The literature indicates that exercise can trigger asthma symptoms in individuals with asthma, supporting the statement that exercise intolerance is frequent in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with category activity,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,category,Activity,,"{""category"": {""id"": """", ""value"": ""Activity""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study highlights that physical activity can exacerbate asthma symptoms such as wheezing and breathlessness, indicating exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with category activity,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,category,Activity,,"{""category"": {""id"": """", ""value"": ""Activity""}}",True,True,PMID:34536613,Self-Reported Physical Activity and Asthma Risk in Children.,SUPPORT,,PA can trigger asthma symptoms.,"The literature confirms that physical activity can trigger asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with category activity,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,category,Activity,,"{""category"": {""id"": """", ""value"": ""Activity""}}",True,True,PMID:20472861,"Physical activity, lung function, and shortness of breath in the daily life of individuals with asthma.",SUPPORT,,Exercise can trigger later bronchoconstriction in many patients.,"The literature indicates that exercise can lead to bronchoconstriction, which supports the statement about exercise intolerance in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with category activity,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,category,Activity,,"{""category"": {""id"": """", ""value"": ""Activity""}}",True,True,PMID:32280032,Cardiopulmonary exercise testing in patients with asthma: What is its clinical value?,SUPPORT,,Asthma symptoms can be triggered or magnified during exertion.,"The literature confirms that exertion can trigger or magnify asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:8088098,Asthma and exercise.,SUPPORT,,"Given sufficient exercise intensity, exercise can trigger acute exacerbations in virtually all individuals with asthma.","The literature indicates that exercise can trigger asthma symptoms in individuals with asthma, supporting the statement that exercise intolerance is frequent in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:31662445,Frequency of Signs and Symptoms in Persons With Asthma.,SUPPORT,,"Asthma severity was dependent on variety of symptoms, consisting mostly of wheezing, breathlessness, chest tightness, and cough.","The study highlights that physical activity can exacerbate asthma symptoms such as wheezing and breathlessness, indicating exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:34536613,Self-Reported Physical Activity and Asthma Risk in Children.,SUPPORT,,PA can trigger asthma symptoms.,"The literature confirms that physical activity can trigger asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:20472861,"Physical activity, lung function, and shortness of breath in the daily life of individuals with asthma.",SUPPORT,,Exercise can trigger later bronchoconstriction in many patients.,"The literature indicates that exercise can lead to bronchoconstriction, which supports the statement about exercise intolerance in asthma patients."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[7],qualified,Asthma has phenotype Exercise Intolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Exercise Intolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,PMID:32280032,Cardiopulmonary exercise testing in patients with asthma: What is its clinical value?,SUPPORT,,Asthma symptoms can be triggered or magnified during exertion.,"The literature confirms that exertion can trigger or magnify asthma symptoms, supporting the statement about exercise intolerance."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[8],base,Asthma has phenotype Sleep Disturbance,Asthma,MONDO:0004979,has phenotype,phenotypes,Sleep Disturbance,HP:0002360,,,,,False,False,PMID:11990234,Nocturnal worsening of asthma and sleep-disordered breathing.,SUPPORT,,"Nocturnal airway narrowing in asthma is often associated with sleep disorders, such as episodes of nocturnal and early morning awakening, difficulty in maintaining sleep, and day time sleepiness.","This reference supports the statement by indicating that nocturnal asthma is associated with sleep disturbances, including difficulty in maintaining sleep."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[8],base,Asthma has phenotype Sleep Disturbance,Asthma,MONDO:0004979,has phenotype,phenotypes,Sleep Disturbance,HP:0002360,,,,,False,False,PMID:31541769,Clinical Characteristics of Cough Frequency Patterns in Patients with and without Asthma.,SUPPORT,,CoFr during nighttime (asleep) was significantly higher in asthmatic patients than in nonasthmatic patients.,"This reference supports the statement by showing that nighttime cough frequency is higher in asthmatic patients, which implies sleep disturbances."
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[8],base,Asthma has phenotype Sleep Disturbance,Asthma,MONDO:0004979,has phenotype,phenotypes,Sleep Disturbance,HP:0002360,,,,,False,False,PMID:19823913,Cough and sleep.,SUPPORT,,Sleep disruption is common in patients with cough and is often the reason why they seek medical attention.,"This reference supports the statement by indicating that sleep disruption is common in patients with chronic cough, which includes those with asthma."
