postcomposition_id	descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	descriptor_path	descriptor_preferred_term	descriptor_term_id	descriptor_term_label	relation_type	relation_index	relation_path	predicate_preferred_term	predicate_term_id	predicate_term_label	value_preferred_term	value_term_id	value_term_label	value_literal	raw_json
168	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			pazopanib	CHEBI:71219	pazopanib		"{""preferred_term"": ""pazopanib"", ""term"": {""id"": ""CHEBI:71219"", ""label"": ""pazopanib""}}"
169	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			axitinib	CHEBI:66910	axitinib		"{""preferred_term"": ""axitinib"", ""term"": {""id"": ""CHEBI:66910"", ""label"": ""axitinib""}}"
170	1611	1663	69	Clear Cell Renal Cell Carcinoma	Clear_Cell_Renal_Cell_Carcinoma.yaml	treatments	1	VEGFR Tyrosine Kinase Inhibitors	Sunitinib, pazopanib, axitinib, and cabozantinib target VEGFR and other kinases to block HIF-driven angiogenesis. First-line options for metastatic ccRCC, often combined with immunotherapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			cabozantinib	CHEBI:72317	cabozantinib		"{""preferred_term"": ""cabozantinib"", ""term"": {""id"": ""CHEBI:72317"", ""label"": ""cabozantinib""}}"
171	1619	1672	70	Clear Cell Sarcoma	Clear_Cell_Sarcoma.yaml	pathophysiology	0	EWSR1-ATF1 Fusion Oncogene	The t(12;22)(q13;q12) translocation fuses the EWSR1 gene on chromosome 22 with ATF1 on chromosome 12 in approximately 90% of cases. The fusion protein functions as an aberrant transcription factor that constitutively activates MITF (microphthalmia-associated transcription factor), driving melanocytic differentiation and survival programs.	biological_processes[0]	positive regulation of transcription by RNA polymerase II	GO:0045944	positive regulation of transcription by RNA polymerase II	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
172	1621	1673	70	Clear Cell Sarcoma	Clear_Cell_Sarcoma.yaml	pathophysiology	1	MITF Activation	EWSR1-ATF1 directly activates transcription of MITF, the master transcription factor of melanocyte lineage. MITF in turn activates genes involved in melanogenesis, cell survival, and proliferation. This explains the melanocytic phenotype despite soft tissue origin.	biological_processes[0]	regulation of gene expression	GO:0010468	regulation of gene expression	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
173	1622	1674	70	Clear Cell Sarcoma	Clear_Cell_Sarcoma.yaml	pathophysiology	2	Melanocytic Differentiation	Downstream of MITF activation, CCS cells express melanocytic markers including S100, HMB45, Melan-A, and tyrosinase. Melanin pigment may be present. However, unlike melanoma, CCS lacks UV-induced mutations and BRAF/NRAS alterations typical of cutaneous melanoma.	biological_processes[0]	cell differentiation	GO:0030154	cell differentiation	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
174	1630	1682	70	Clear Cell Sarcoma	Clear_Cell_Sarcoma.yaml	treatments	3	Systemic Therapy	CCS is generally chemoresistant. Doxorubicin-based regimens may be attempted for metastatic disease but response rates are low. Unlike melanoma, checkpoint inhibitors have limited efficacy.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
175	1647	1701	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	0	Vancomycin	Oral vancomycin is first-line treatment for C. difficile infection.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	route of administration	NCIT:C38114	Route of Administration	oral route of administration	NCIT:C38288	Oral Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""oral route of administration"", ""term"": {""id"": ""NCIT:C38288"", ""label"": ""Oral Route of Administration""}}}"
176	1647	1701	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	0	Vancomycin	Oral vancomycin is first-line treatment for C. difficile infection.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	vancomycin	NCIT:C288	vancomycin		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""vancomycin"", ""term"": {""id"": ""NCIT:C288"", ""label"": ""vancomycin""}}}"
177	1652	1702	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	1	Fidaxomicin	Alternative antibiotic with lower recurrence rates.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	route of administration	NCIT:C38114	Route of Administration	oral route of administration	NCIT:C38288	Oral Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""oral route of administration"", ""term"": {""id"": ""NCIT:C38288"", ""label"": ""Oral Route of Administration""}}}"
178	1652	1702	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	1	Fidaxomicin	Alternative antibiotic with lower recurrence rates.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	fidaxomicin	NCIT:C95509	fidaxomicin		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""fidaxomicin"", ""term"": {""id"": ""NCIT:C95509"", ""label"": ""fidaxomicin""}}}"
179	1657	1703	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	2	Fecal microbiota transplantation	Restoration of normal gut microbiota for recurrent infections.	treatment_term	fecal microbiota transplantation	MAXO:0000748	fecal microbiota transplantation	qualifier	0	treatment_term.qualifiers[0]	clinical course	NCIT:C28008	Clinical Course	recurrent disease	MONDO:0700096	recurrent disease		"{""predicate"": {""preferred_term"": ""clinical course"", ""term"": {""id"": ""NCIT:C28008"", ""label"": ""Clinical Course""}}, ""value"": {""preferred_term"": ""recurrent disease"", ""term"": {""id"": ""MONDO:0700096"", ""label"": ""recurrent disease""}}}"
180	1660	1704	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	treatments	3	Bezlotoxumab	Monoclonal antibody against toxin B to prevent CDI recurrence when added to standard therapy.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	bezlotoxumab	NCIT:C121379	Bezlotoxumab		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""bezlotoxumab"", ""term"": {""id"": ""NCIT:C121379"", ""label"": ""Bezlotoxumab""}}}"
181	1689	1732	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	0	Corticosteroids (Budesonide)	"Topically active corticosteroids, particularly budesonide, are first-line immunosuppressive therapy for collagenous sprue. Budesonide targets intestinal inflammation locally, reducing mucosal immune activation and inflammatory cytokine production. Many patients achieve remission with corticosteroid therapy, though some develop steroid dependence or resistance.
"	treatment_term	topical corticosteroid therapy	MAXO:0001553	topical corticosteroid therapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	budesonide	NCIT:C66948	Budesonide		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""budesonide"", ""term"": {""id"": ""NCIT:C66948"", ""label"": ""Budesonide""}}}"
182	1689	1732	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	0	Corticosteroids (Budesonide)	"Topically active corticosteroids, particularly budesonide, are first-line immunosuppressive therapy for collagenous sprue. Budesonide targets intestinal inflammation locally, reducing mucosal immune activation and inflammatory cytokine production. Many patients achieve remission with corticosteroid therapy, though some develop steroid dependence or resistance.
"	treatment_term	topical corticosteroid therapy	MAXO:0001553	topical corticosteroid therapy	qualifier	1	treatment_term.qualifiers[1]	route of administration	NCIT:C38114	Route of Administration	gastrointestinal route	NCIT:C38295	Gastrointestinal Route of Administration		"{""predicate"": {""preferred_term"": ""route of administration"", ""term"": {""id"": ""NCIT:C38114"", ""label"": ""Route of Administration""}}, ""value"": {""preferred_term"": ""gastrointestinal route"", ""term"": {""id"": ""NCIT:C38295"", ""label"": ""Gastrointestinal Route of Administration""}}}"
183	1694	1733	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	1	Thiopurines (Azathioprine/6-Thioguanine)	"Thiopurine immunosuppressants are used for steroid-refractory or steroid-dependent collagenous sprue. These agents inhibit T cell proliferation, addressing the underlying immune activation.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	azathioprine	NCIT:C620	Azathioprine		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""azathioprine"", ""term"": {""id"": ""NCIT:C620"", ""label"": ""Azathioprine""}}}"
184	1697	1734	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	2	Anti-TNF-α Therapy	"TNF-α inhibitors such as infliximab may be considered for severe, refractory collagenous sprue based on case reports. These agents target TNF-α-mediated inflammation and immune activation.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	infliximab	NCIT:C2894	Infliximab		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""infliximab"", ""term"": {""id"": ""NCIT:C2894"", ""label"": ""Infliximab""}}}"
185	1700	1735	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	3	Calcineurin Inhibitors (Tacrolimus)	"Tacrolimus (FK-506) is a calcineurin inhibitor used for severe, treatment-refractory collagenous sprue. It inhibits T cell activation and cytokine production, providing an alternative mechanism for immune suppression in cases resistant to conventional immunosuppressants. Case reports document successful long-term outcomes with tacrolimus in patients with severe intestinal failure from collagenous sprue.
"	treatment_term	immunosuppressive therapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	tacrolimus	NCIT:C2982	Tacrolimus		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""tacrolimus"", ""term"": {""id"": ""NCIT:C2982"", ""label"": ""Tacrolimus""}}}"
186	1704	1737	72	Collagenous Sprue	Collagenous_Sprue.yaml	treatments	5	Nutritional support and supplementation	"Dietary management with nutritional supplementation to address malabsorption-induced deficiencies. Micronutrient repletion, including iron, vitamin B12, fat-soluble vitamins, and protein supplementation, is essential.
"	treatment_term	nutritional supplementation	MAXO:0000106	nutritional supplementation	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	iron supplement	NCIT:C2346	Iron Supplement		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""iron supplement"", ""term"": {""id"": ""NCIT:C2346"", ""label"": ""Iron Supplement""}}}"
187	1716	1753	74	Acute Myeloid Leukemia, Core Binding Factor	Core_Binding_Factor_AML.yaml	pathophysiology	0	CBF Transcription Factor Complex Disruption	The core binding factor complex consists of RUNX1 (alpha subunit) and CBFB (beta subunit). RUNX1 binds DNA while CBFB stabilizes this binding. Both t(8;21) and inv(16) produce fusion proteins that dominantly inhibit normal CBF function, disrupting transcription of genes essential for myeloid differentiation.	biological_processes[0]	myeloid cell differentiation	GO:0030099	myeloid cell differentiation	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
188	1718	1754	74	Acute Myeloid Leukemia, Core Binding Factor	Core_Binding_Factor_AML.yaml	pathophysiology	1	Differentiation Block at Myeloid Stage	CBF fusion proteins recruit corepressor complexes including HDACs and NCoR, converting CBF from a transcriptional activator to a repressor. This silences differentiation genes while partially preserving some myeloid identity, resulting in blasts with partial maturation features.	biological_processes[0]	granulocyte differentiation	GO:0030851	granulocyte differentiation	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
189	1719	1755	74	Acute Myeloid Leukemia, Core Binding Factor	Core_Binding_Factor_AML.yaml	pathophysiology	2	Self-Renewal Maintenance	CBF fusion proteins maintain expression of self-renewal genes while blocking differentiation. Additional mutations, particularly in receptor tyrosine kinases (KIT, FLT3), provide proliferative signals that cooperate with CBF fusions to cause overt leukemia.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
190	1924	1990	87	Dermatofibrosarcoma Protuberans	Dermatofibrosarcoma_Protuberans.yaml	pathophysiology	0	COL1A1-PDGFB Fusion Oncogene	The t(17;22)(q22;q13) translocation or supernumerary ring chromosomes containing material from chromosomes 17 and 22 fuse the COL1A1 gene to PDGFB. This places PDGFB under control of the highly active COL1A1 promoter, resulting in constitutive expression of a functional PDGF-BB growth factor.	biological_processes[0]	positive regulation of transcription by RNA polymerase II	GO:0045944	positive regulation of transcription by RNA polymerase II	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
191	1926	1991	87	Dermatofibrosarcoma Protuberans	Dermatofibrosarcoma_Protuberans.yaml	pathophysiology	1	Autocrine PDGFR Signaling	Tumor cells secrete mature PDGF-BB which binds to PDGFR-beta on the same or neighboring tumor cells, creating an autocrine/paracrine growth loop. PDGFR-beta activation drives proliferation through the MAPK and PI3K pathways. This signaling can be blocked by imatinib.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
192	1927	1992	87	Dermatofibrosarcoma Protuberans	Dermatofibrosarcoma_Protuberans.yaml	pathophysiology	2	Sustained Proliferation	Constitutive PDGFR-beta signaling drives sustained proliferation of dermal fibroblasts. The infiltrative growth pattern with finger-like projections into subcutaneous fat explains the high local recurrence rate after incomplete excision.	biological_processes[0]	MAPK cascade	GO:0000165	MAPK cascade	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
193	1932	1997	87	Dermatofibrosarcoma Protuberans	Dermatofibrosarcoma_Protuberans.yaml	treatments	1	Imatinib Targeted Therapy	Imatinib mesylate, a PDGFR inhibitor, is highly effective for unresectable or metastatic DFSP. Response rates exceed 50%. Imatinib may also be used as neoadjuvant therapy to shrink tumors before surgery. Fibrosarcomatous transformation may confer imatinib resistance.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			imatinib	CHEBI:45783	imatinib		"{""preferred_term"": ""imatinib"", ""term"": {""id"": ""CHEBI:45783"", ""label"": ""imatinib""}}"
194	1948	2023	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	pathophysiology	0	EWSR1-WT1 Fusion Oncogene	The t(11;22)(p13;q12) translocation fuses EWSR1 on chromosome 22 with WT1 on chromosome 11. The resulting fusion protein contains the potent transcriptional activation domain of EWSR1 fused to the zinc finger DNA-binding domain of WT1. This chimeric transcription factor activates aberrant gene expression programs including PDGFA.	biological_processes[0]	positive regulation of transcription by RNA polymerase II	GO:0045944	positive regulation of transcription by RNA polymerase II	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
195	1950	2024	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	pathophysiology	1	PDGFA Activation	EWSR1-WT1 directly activates transcription of PDGFA, creating an autocrine growth loop that stimulates tumor cell proliferation and may contribute to the characteristic desmoplastic stromal reaction.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
196	1951	2025	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	pathophysiology	2	Multiphenotypic Differentiation	DSRCT displays a unique multiphenotypic immunophenotype with co-expression of epithelial (cytokeratin, EMA), mesenchymal (vimentin, desmin), and neural (NSE) markers. This reflects the aberrant differentiation program driven by EWSR1-WT1.	biological_processes[0]	cell differentiation	GO:0030154	cell differentiation	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
197	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cyclophosphamide	CHEBI:4026	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4026"", ""label"": ""cyclophosphamide""}}"
198	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
199	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			vincristine	CHEBI:28445	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:28445"", ""label"": ""vincristine""}}"
200	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			ifosfamide	CHEBI:5864	ifosfamide		"{""preferred_term"": ""ifosfamide"", ""term"": {""id"": ""CHEBI:5864"", ""label"": ""ifosfamide""}}"
201	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	4	treatment_term.therapeutic_agent[4]	therapeutic_agent			etoposide	CHEBI:4911	etoposide		"{""preferred_term"": ""etoposide"", ""term"": {""id"": ""CHEBI:4911"", ""label"": ""etoposide""}}"
202	1980	2063	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	pathophysiology	1	BCL2 Overexpression and Apoptosis Resistance	BCL2 translocation t(14;18) occurs in approximately 30% of GCB-DLBCL, placing BCL2 under immunoglobulin enhancer control. Resulting BCL2 overexpression blocks the mitochondrial apoptosis pathway, allowing survival of cells that would normally die in the germinal center.	biological_processes[0]	apoptotic process	GO:0006915	apoptotic process	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
203	1981	2064	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	pathophysiology	2	MYC-Driven Proliferation	MYC rearrangements occur in 10-15% of DLBCL, most commonly with IGH but also with non-immunoglobulin partners. MYC overexpression drives cellular proliferation and metabolism. When combined with BCL2 rearrangement (double-hit lymphoma), creates highly aggressive disease.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
204	1983	2065	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	pathophysiology	3	NF-kB Constitutive Activation	ABC-DLBCL shows constitutive NF-kB activation through various mechanisms including BCR signaling mutations (CD79A/B), CARD11 mutations, MYD88 L265P mutation, or A20 deletion. NF-kB promotes survival and contributes to the aggressive behavior of ABC subtype.	biological_processes[0]	signal transduction	GO:0007165	signal transduction	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
205	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cyclophosphamide	CHEBI:4027	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4027"", ""label"": ""cyclophosphamide""}}"
206	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
207	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			vincristine	CHEBI:28445	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:28445"", ""label"": ""vincristine""}}"
208	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			prednisone	CHEBI:8382	prednisone		"{""preferred_term"": ""prednisone"", ""term"": {""id"": ""CHEBI:8382"", ""label"": ""prednisone""}}"
209	2070	2174	97	EBV-Associated Gastric Cancer	EBV_Associated_Gastric_Cancer.yaml	pathophysiology	1	Epigenetic Reprogramming and CIMP-High Phenotype	EBV-associated gastric cancer displays the most extreme CpG island methylator phenotype (CIMP) of any cancer type. EBV-encoded proteins, particularly LMP2A, induce aberrant DNA methylation leading to silencing of tumor suppressor genes including CDKN2A (p16), CDH1 (E-cadherin), and MLH1. This epigenetic reprogramming is a hallmark feature distinguishing EBV-positive from EBV-negative gastric cancers.	biological_processes[0]	DNA methylation	GO:0006306	DNA methylation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
210	2071	2175	97	EBV-Associated Gastric Cancer	EBV_Associated_Gastric_Cancer.yaml	pathophysiology	2	PI3K-AKT Pathway Activation	PIK3CA mutations occur in approximately 80% of EBV-positive gastric cancers, the highest frequency of any gastric cancer subtype. Combined with LMP2A signaling which activates PI3K through mimicry of B-cell receptor signaling, this leads to constitutive AKT activation promoting cell survival and proliferation.	biological_processes[0]	signal transduction	GO:0007165	signal transduction	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
211	2072	2176	97	EBV-Associated Gastric Cancer	EBV_Associated_Gastric_Cancer.yaml	pathophysiology	3	Tumor Suppressor Gene Silencing	Promoter hypermethylation silences multiple tumor suppressor genes. CDKN2A (p16INK4A) silencing removes G1/S checkpoint control. CDH1 (E-cadherin) silencing promotes epithelial-mesenchymal transition. Unlike other gastric cancer subtypes, TP53 mutations are rare in EBV-positive tumors.	biological_processes[0]	cell cycle checkpoint signaling	GO:0000075	cell cycle checkpoint signaling	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
212	2074	2177	97	EBV-Associated Gastric Cancer	EBV_Associated_Gastric_Cancer.yaml	pathophysiology	4	Uncontrolled Cell Proliferation	Combined effects of PI3K-AKT activation, tumor suppressor silencing, and viral oncogene expression drive uncontrolled proliferation of infected gastric epithelial cells, leading to tumor formation.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
213	2086	2194	98	EGFR-Mutant Non-Small Cell Lung Cancer	EGFR_Mutant_NSCLC.yaml	pathophysiology	0	EGFR Oncogenic Mutations	Activating EGFR mutations occur in the tyrosine kinase domain and cause constitutive receptor activation independent of ligand binding. Mutations alter the ATP-binding pocket, favoring the active kinase conformation and enhancing sensitivity to ATP-competitive TKIs.	biological_processes[0]	epidermal growth factor receptor signaling pathway	GO:0007173	epidermal growth factor receptor signaling pathway	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
